prname,page2,price,authnumber,sizeInch,color_material,accessories,outside_condition,inside_condition,other,smell,product_nr
GUCCI GG Pattern Shelly Line Shoulder Tote Bag Brown PVC,/collections/gucci/products/ao14680,"49,800",39.02.0037,"W 12.2 x H 14.2 x D 3.9 "" 
Strap Drop. 11.0 ""","Brown, Green, Red
 / PVC, Leather",-,"There is sign of used overall.
Corners has peeled and scuff.",There is sign of used overall.,-,-,AO14680
GUCCI Lady Lock 2way Hand Bag Black Gold,/collections/gucci/products/ao14668,"168,000",000.1274.0192,"W 11.2  x H 9.8  x D 4.3  "" 
Handle Drop. 3.5  "" 
Strap Drop. 17.3  ""","Black, Gold
 / Leather","Shoulder Strap, Cover of Key(Strap has peeled.), Keys*2",There is minor sign of use overall.,There is minor sign of use overall.,-,-,AO14668
GUCCI Logos Waist Bum Bag Black Nylon,/collections/gucci/products/ao14583,"49,800",92535 001998,"W 8.3  x H 6.7  x D 0.4  "" 
Belt Size. 31.9  - 46.5  ""","Black 
 / Nylon, Leather",-,There is minor sign of use overall.,Good condition.,-,-,AO14583
GUCCI GG Shelly Line Briefcase Hand Bag Brown,/collections/gucci/products/ao14015,"59,800",09.02.060,"W 17.1  x H 12.4  x D 0.2  ""","Brown, Green, Red
 / PVC, Leather",-,"There is sign of used overall.
Corner has scuff.","There is sign of used overall.
There is minor frayed and peeled.",-,-,AO14015
GUCCI Lady Lock 2way Hand Bag Black,/collections/gucci/products/ao14007,"168,000",000.2026.0258,"W 9.4 x H 8.1 x D 3.9 ""
Handle Drop. 3.9 ""
Strap Drop. 19.3 ""","Black
 / Leather","Shoulder Strap, Cover of Key, Keys*2, Dust Bag","There is sign of use overall.
Pocket has minor mold stain.","There is sign of use overall.
There is scuff and mold stain.",-,-,AO14007
GUCCI GG Pattern Shoulder Bag Pochette Beige Pink,/collections/gucci/products/ao13997,"49,800",141863.0416,"W 6.3 x H 7.3 x D 1.2 ""
Strap Drop. 12.2 - 20.9 ""","Brown, Pink
 / Canvas, Leather",Manual,The shoulder strap has minor dirt.,"Though there is a little feeling of used, good condition.",-,-,AO13997
GUCCI Bamboo Line 2way Hand Bag Bronze,/collections/gucci/products/ao13887,"168,000",000.01.0188.18,"W 8.7 x H 5.9 x D 2.4 ""
Handle Drop. 4.7 ""
Strap Drop. 21.7 ""","Bronze
 / Leather","Shoulder Strap, Dust Bag, Manual","Though there is a little feeling of used, good condition.
There is scuff and minor dirt.","There is sign of use overall.
There are many scratches.",-,-,AO13887
GUCCI Bamboo Line 2way Mini Hand Bag Black Nubuck,/collections/gucci/products/ao13840,"39,800",007.2032.0231,"W 6.7  x H 5.1  x D 2.4  "" 
Handle Drop. 2.0  "" 
Strap Drop. 24.0  ""","Black
 / Nubuck, Leather",Shoulder Strap,"There is sign of used overall.
There is scuff.","Though there is a little feeling of used, good condition.",-,-,AO13840
GUCCI GG Pattern Waist Bum Bag Black,/collections/gucci/products/ao13616,"79,800",336672 213317,"W 9.4 x H 5.5 x D 2.0 ""
Belt Size. 29.1 - 45.3 ""","Black
/ Satin, Leather","Manual, Dust Bag",Very good condition.,Very good condition.,-,-,AO13616
GUCCI Bamboo Line 2way Mini Hand Bag Black,/collections/gucci/products/ao13611,"69,800",005 781 0315,"W 7.5 x H 6.3 x D 1.6 ""
Handle Drop. 3.1 ""
Shoulder Drop. 21.3 ""","Black
/ Satin","Shoulder Strap, Bill Holder, Dust Bag","Though there is a little feeling of used, good condition.","Though there is a little feeling of used, good condition.",-,-,AO13611
GUCCI Bamboo Line 2way Cosmetic Vanity Hand Bag Black,/collections/gucci/products/ao13538,"98,000",013.122.2491,"W 11.4 x H 7.5 x D 5.9 ""
Handle Drop. 3.5 ""
Strap Drop. 19.7 - 21.7 ""","Black
/ Leather","Shoulder Strap, Mirror, Dust Bag, Manual","Though there is a little feeling of used, good condition.","Though there is a little feeling of used, good condition.",-,-,AO13538
GUCCI Lady Lock 2way Hand Bag Black,/collections/gucci/products/ao13482,"198,000",000.926.0192,"W 11.4 x H 10.2 x D 4.3 ""
Handle Drop. 3.9 ""
Strap Drop. 17.7 ""","Black
/ Ostrich Leather","Shoulder Strap, Cover of Key, Keys*2","Though there is a little feeling of used, good condition.","There is feeling of used.

There is scuff and mold stain.",-,-,AO13482
GUCCI Lady Lock Hand Bag Brown,/collections/gucci/products/ao13045,"108,000",000.1951.0258,"W 9.4 x H 7.9 x D 3.5 ""
Handle Drop. 3.9 ""","Brown
/ Leather",-,"Though there is a little feeling of used, good condition.

This bag allows you to attach a shoulder strap.

But the shoulder strap is not included.","There is feeling of used.

Side has minor crack.

Zipper pocket has stain.",-,Smell of mold.,AO13045
GUCCI Logos 2way Hand Bag Black,/collections/gucci/products/ao12618,"89,800",000.109.0112,"W 13.0 x H 9.1 x D 5.9 ""
Handle Drop. 4.7 ""
Strap Drop. 19.7 ""","Black
/ Leather",Shoulder Strap,There is feeling of used.,There are many scratches and dirt.,-,-,AO12618
GUCCI Shelly Line GG Hand Bag Brown,/collections/gucci/products/ao12613,"59,800",-,"W 13.0 x H 8.3 x D 5.9 ""
Handle Drop. 3.9 ""","Brown, Red, Green
/ PVC, Leather",-,"There is feeling of used.

Lose shape.","There is feeling of used.

There are many stains.",-,-,AO12613
GUCCI Shelly Line GG Cross Body Shoulder Bag Brown,/collections/gucci/products/ao12559,"59,800",-,"W 7.9 x H 9.8 x D 1.8 ""
Strap Drop. 12.6 - 14.2 ""","Brown, Red, Green
/ PVC, Leather",-,"There is feeling of used.

Shoulder strap has lose shape.

Metal fittings has scuff and discolour.","There is feeling of used.

There are a lot of pen mark.

The base of flap has torn.",-,-,AO12559
GUCCI GG Shelly Line Boston Hand Bag Brown,/collections/gucci/products/ao12522,"69,800",002.098.0534,"W 13.0 x H 8.3 x D 6.3 ""
Handle Drop. 4.7 ""","Brown, Red, Green
/ PVC, Leather",-,"There is feeling of used.

Corner has scratches and dirt.

Zipper top leather has scuff and minor crack.

Handle and leather has scuff and stain.","There is feeling of used.

There is scuff and minor stain.",-,Smell of mold.,AO12522
GUCCI Bamboo Line 2way Hand Bag Violet,/collections/gucci/products/ao12184,"148,000",000-2113-063,"W 8.7 x H 7.1 x D 3.5 ""
Handle Drop. 4.7 ""
Strap Drop. 21.7 ""","Violet
/ Leather","Manual, Shoulder Strap, Mirror","Though there is scuff and minor dirt, good condition.","Though there is a little feeling of used, good condition.",-,-,AO12184
GUCCI GG Bum Bag Waist Pouch Black,/collections/gucci/products/ao12178,"79,800",233269 520981,"W 8.3 x H 6.3 x D 0.8 ""
Belt Size. 29.5 - 43.3 ""","Black
/ PVC, Leather",-,"Though there is a little feeling of used, good condition.","Though there is minor dirt, good condition.",-,Strong smell of perfume.,AO12178
GUCCI Lady Lock 2way Hand Bag Black,/collections/gucci/products/ao11958,"148,000",000.110.0211,"W 8.1 x H 6.7 x D 3.1 ""
Handle Drop. 3.5 ""
Strap Drop. 19.7 ""","Black
/ Nubuck, Leather","Shoulder Strap, Cover of Keys, Keys*2, Dust Bag","Though there is scuff and minor dirt, good condition.",There is feeling of used.,-,-,AO11958
GUCCI GG Bum Bag Waist Pouch Black,/collections/gucci/products/ao11868,"49,800",28566 2123,"W 11.4 x H 6.3 x D 0.8 ""
Belt Size. 33.5 - 47.2 ""","Black
/ Canvas, Leather",-,"Though there is a little feeling of used, good condition.

Lose shape.",Very good condition.,-,-,AO11868
GUCCI Shelly Line Waist Bum Bag Black,/collections/gucci/products/ao11686,"79,800",28566 20047,"W 11.4 x H 6.3 x D 0.8 ""
Belt Size. 32.7 - 46.1 ""","Black, Red, Green
/ Nylon, Leather",-,"Though there is a little feeling of used, Very good condition.",Very good condition.,-,-,AO11686
GUCCI GG Pattern Waist Bum Bag Black,/collections/gucci/products/ao11605,"69,800",233269 520981,"W 10.2 x H 5.9 x D 1.6 ""
Waist. 28.3 - 43.3 ""","Black
/ PVC, Leather","Manual, Dust Bag",Good condition.,"Though there is a little feeling of used, good condition.

Pocket had dirt.",-,-,AO11605
GUCCI GG Jackie Waist Bum Bag Black,/collections/gucci/products/ao11604,"59,800",92543 001998,"W 6.7 x H 5.5 x D 2.4 ""
Belt Size. 27.6 - 41.7 ""","Black
/ Canvas, Leather",Dust Bag,"Though there is a little feeling of used, good condition.","Though there is a little feeling of used, good condition.",-,-,AO11604
GUCCI Bamboo Line 2way Cosmetic Vanity Hand Bag Red,/collections/gucci/products/ao11546,"98,000",013.122.2491,"W 11.4 x H 7.5 x D 5.9 ""
Handle Drop. 3.5 ""
Strap Drop. 16.9 - 19.3 ""","Red
/ Leather","Shoulder Strap, Mirror, Dust Bag, Clear Plate","Though there is a little feeling of used, good condition.","Though there is a little feeling of used, good condition.

Zipper pocket has stain.

Clear plate has scratches and dirt.",-,Little smell of cigarettes.,AO11546
GUCCI Bamboo Line 2way Cosmetic Vanity Hand Bag Red,/collections/gucci/products/ao11545,"98,000",013.122.2491,"W 11.4 x H 7.5 x D 5.9 ""
Handle Drop. 3.5 ""
Strap Drop. 16.9 - 19.3 ""","Red
/ Leather","Shoulder Strap, Mirror, Dust Bag","Though there is a little feeling of used, good condition.

There is minor lose shape.","Though there is a little feeling of used, good condition.

Zipper pocket has stain.",-,-,AO11545
GUCCI Bamboo Line 2way Cosmetic Hand Bag Beige,/collections/gucci/products/ao11365,"89,800",013.122.2491,"W 11.4 x H 7.5 x D 6.3 ""
Handle Drop. 3.1 ""
Strap Drop. 16.9 - 18.5 ""","Beige / Leather, Bamboo",Shoulder strap,"There is losing shape and sign of used overall.

Bottom corner has Scuff, Dirt","Though there is a little feeling of used, good condition.",-,-,AO11365
GUCCI Bamboo Line 2way Cosmetic Vanity Hand Bag Black,/collections/gucci/products/ao11178,"89,800",013.0122.2491,"W 11.4 x H 7.5 x D 5.9 ""
Handle Drop. 3.5 ""
Strap Drop. 19.7 - 21.7 ""","Black
/ Leather","Shoulder Strap, Mirror, Clear Plate","Though there is a little feeling of used, good condition.

Lose shape.","Though there is a little feeling of used, good condition.",Clear Plate: scratches and sticky.,-,AO11178
GUCCI Bamboo Line Hand Bag Brown,/collections/gucci/products/ao10995,"59,800",013 122.2491,"W 11.4 x H 7.5 x D 5.9 ""
Handle Drop. 3.1 ""","Brown
/ Leather",Manual,"Though there is a little feeling of used, good condition.","Though there is a little feeling of used, good condition.",Strap has missing.,-,AO10995
GUCCI GG Pattern Cross Body Mini Shoulder Bag Black,/collections/gucci/products/ao10862,"49,800",120975 1956,"W 5.5 x H 4.5 x D 1.4 ""
Strap Drop. 21.7 ""","Black
/ Canvas, Leather",Box,"Though there is a little feeling of used, good condition.","Though there is a little feeling of used, good condition.",-,-,AO10862
GUCCI GG Pattern Waist Bum Bag Brown,/collections/gucci/products/ao10851,"79,800",374617 20047,"W 11.0 x H 6.7 x D 1.2 ""
Belt Size. 34.6 - 48.0 ""","Brown
/ PVC, Leather","Spare PVC, Manual, Dust Bag",Very good condition.,Very good condition.,-,-,AO10851
GUCCI Shelly Line GG Bum Bag Waist Pouch Pink,/collections/gucci/products/ao10676,"69,800",28566 002122,"W 11.4 x H 6.3 x D 0.8 ""
Belt Size. 33.5 - 47.2 ""","Brown, Pink
/ Canvas, Leather",-,"Though there is a little feeling of used, good condition.

Leather part has ripped.",Very good condition.,-,-,AO10676
GUCCI GG Shelly Line Bum Bag Waist Pouch Brown,/collections/gucci/products/ao10674,"79,800",1669 152597,"W 7.5 x H 5.1 x D 1.6 ""
Belt Size. 31.5 - 35.4 ""","Brown, Red, Green
/ PVC, Leather",-,"Though there is a little feeling of used, good condition.

Bottom is lose shape.","Though there is a little feeling of used, good condition.",-,-,AO10674
GUCCI Bamboo Line 2way Hand Bag Black,/collections/gucci/products/ao10652,"168,000",000 2040 0100,"W 8.7 x H 5.9 x D 3.5 ""
Handle Drop. 4.7 ""
Strap Drop. 19.7 ""","Black
/ Leather","Shoulder Strap, Mirror","Though there is a little feeling of used, good condition.","Though there is a little feeling of used, good condition.",-,-,AO10652
GUCCI Lady Lock 2way Hand Bag Navy,/collections/gucci/products/ao10568,"89,800",007.1274.0192,"W 11.4 x H 10.2 x D 4.3 ""
Handle Drop. 3.9 ""
Strap Drop. 15.7 """,Navy / Leather,"Shoulder Strap, Cover of Keys, Keys x2, Manual","Though there is a little feeling of used, good condition.","There is feeling of used, many stains.",Cover of Keys: Strap has peeled.,-,AO10568
GUCCI GG Shelly Line Hand Bag Black Canvas,/collections/gucci/products/ao09577,"49,800",131228 214397,"W 7.1 x H 7.5 x D 7.9 ""

Handle Drop. 6.3 ""","Black, Red, Green
/
Canvas, Leather",-,There is feeling of used.,"There is feeling of used.

There is minor frayed.",-,-,AO09577
GUCCI GG Pattern Waist Bum Bag Brown,/collections/gucci/products/ao09217,"69,800",374617 20047,"W 10.6 "" x H 6.3 "" x D 0.4 ""
Waist. 33.9 - 47.6 ""","Brown
/ Vinyl, Leather","Manual, Spare Vinyl","Though there is a little feeling of used, good condition.","Though there is a little feeling of used, good condition.",-,-,AO09217
GUCCI Lady Lock Logos 2way Hand Bag Black,/collections/gucci/products/ao09214,"128,000",000.23.0258,"W 9.4 "" x H 8.7 "" x D 3.9 ""
Handle Drop. 3.9 ""
Strap Drop. 19.3 ""","Black
/ Leather","Dust Bag, Shoulder Strap, Cover of Key, Keys*2, Manual","Though there is a little feeling of used, good condition.","There is feeling of used, scuff.

Edge part has minor crack.",-,-,AO09214
GUCCI GG Pattern Waist Bum Bag Brown,/collections/gucci/products/ao09173,"69,800",233269 520981,"W 9.8 "" x H 5.5 "" x D 0.8 ""
Waist. 28.3 - 42.5 ""","Brown
/
PVC, Leather","Manual, Spare PVC","Though there is a little feeling of used, good condition.","Though there is a little feeling of used, good condition.",-,-,AO09173
GUCCI Bamboo 2way Hand Bag Brown,/collections/gucci/products/ao09114,"168,000",000 46 0188,"W 8.7 x H 5.9 x D 2.8 ""
Handle Drop. 3.9 ""
Shoulder Drop. 21.7 ""","Brown
/ Leather","Shoulder Strap, Manual",Very good condition.,"Though there is a little feeling of used, good condition.",-,-,AO09114
GUCCI GG Pattern Waist Bum Bag Brown,/collections/gucci/products/ao08870,"69,800",233269 520981,"W 10.2 "" x H 5.9 "" x D 1.6 ""
Waist. 28.3 - 43.3 ""","Brown
/ PVC, Leather",-,"Though there is a little feeling of used, good condition.","There is feeling of used, scuff and dirt.",-,-,AO08870
GUCCI Logos Bamboo Hand Bag Brown,/collections/gucci/products/ao08616,"168,000",000.1014.0188,"W 8.7 "" x H 5.9 "" x D 2.4 ""
Handle Drop. 3.9 ""
Strap Drop. 21.7 ""","Brown
/ Leather","Shoulder Strap, Manual","There is a little feeling of use, dirt.","There is a little feeling of use, good condition.",-,-,AO08616
GUCCI Bamboo Line Hand Bag Black,/collections/gucci/products/ao08338,"128,000",000.2113.0633,"W 10.2 "" x H 7.1 "" x D 3.0 ""
Handle Drop. 4.7 ""","Black
/
Leather",Dust Bag,"There is a little feeling of use, good condition.","There is a little feeling of use, good condition.",-,-,AO08338
GUCCI Logos Cross Body Shoulder Bag Black Satin,/collections/gucci/products/ao08045,"39,800",005/103/1535,"W 6.1 "" x H 4.3 "" x D 1.2 ""
Strap Drop. 21.3 ""","Black
/ Satin",Box,"Bottom is minor dirt, good condition.","There is a little feeling of use, good condition.",-,-,AO08045
GUCCI Bamboo Line Hand Bag Brown,/collections/gucci/products/ao07859,"128,000",000.2048.0633,"W 10.6 x H 6.7 x D 3.5 ""
Handle Drop. 4.7 ""","Brown
/ Leather","Mirror, Dust Bag","There is minor scuff, good condition.",There is feeling of use.,-,-,AO07859
GUCCI Bamboo 2way One Shoulder Bag Black,/collections/gucci/products/ao07538,"49,800",003.2113.0036,"W 9.1 x H 13.8 x D 5.5 ""
Handle Drop. 3.1 ""
Shoulder. 33.9 - 36.2 """,Black/ Leather,-,"There is feeling of use, Corners are scuff.

Shoulder and handle base has frayed.",There is feeling of use.,-,-,AO07538
GUCCI Horsebit Cross Body Shoulder Bum Bag Black,/collections/gucci/products/ao07340,"59,800",007.58.0199,"W 6.3 x H 7.1 x D 1.8 ""
Shoulder Drop. 22.4 ""","Black
/
Suede, Leather",-,"There is scuff, dirt and fluffing, Lose shape.","There is a little feeling of use, good condition.",-,-,AO07340
GUCCI Bamboo Line 2way Hand Bag Pink Satin,/collections/gucci/products/ao07181,"89,800",005 781 0315,"W 7.5 x H 6.1 x D 2.0 ""
Handle Drop. 4.3 ""
Shoulder Drop. 20.9 ""","Pink
/
Satin","Shoulder Strap, Box, Card Case","There is a little feeling of use, good condition.","There is a little feeling of use, good condition.",-,Strong smell of mold.,AO07181
GUCCI GG Pattern Cross Body Shoulder Bag Black,/collections/gucci/products/ao07073,"49,800",162905 1001364,"W 9.3 x H 8.3 x D 0.4 ""
Shoulder Drop. 12.6 - 23.2 ""","Black
/
PVC, Leather",-,There is feeling of use.,There is feeling of use.,-,-,AO07073
GUCCI Bamboo Line 2way Hand Bag Brown,/collections/gucci/products/ao06739,"148,000",000-2113-0633,"W 10.2 x H 7.9 x D 2.8 ""
Handle Drop. 5.9 ""
Shoulder Drop. 17.7 """,Brown / Leather,"Manual, Mirror, Shoulder Strap",There is feeling of use.,There is scuff and minor dirt.,-,-,AO06739
GUCCI GG Shelly Line Bum Bag Waist Pouch Brown,/collections/gucci/products/ao06622,"69,800",152597 1669,"W 7.1 "" x H 5.1 "" x D 1.6 ""
Waist. 32.7 - 34.6 ""","Brown, Red, Green
/
PVC, Leather",Dust Bag,"There is a little feeling of use, good condition.","There is a little feeling of use, good condition.",-,-,AO06622
GUCCI Horsebit 2way Hand Bag Purple Satin,/collections/gucci/products/ao06185,"98,000",005.781.0266,"W 6.7 x H 5.1 x D 2.0 ""
Handle Drop. 2.8 ""
Shoulder Drop. 21.3 ""","Purple

/
Satin",Shoulder Strap,"There is minor dirt, Very good condition.",Very good condition.,-,-,AO06185
GUCCI Lady Lock 2way Hand Bag Black,/collections/gucci/products/ao05897,"108,000",000.2026.0058,"W 9.4 "" x H 8.3 "" x D 3.5 ""

Handle Drop. 3.9 ""

Strap Drop. 19.3 """,Black / Leather,"Shoulder strap, Key x2, Key cover","There is sign of use overall, Edges has Rubbed, Scuff.","There is a little feeling of use, good condition.",-,-,AO05897
GUCCI GG Pattern Clasp Chain Pouch Gold Metal,/collections/gucci/products/ao05096,"89,800",-,"W 3.9 "" x H 3.1 "" x D 1.6 ""

Strap Drop. 22.0 """,Gold/Metal,-,"There is sign of use overall.

Scuff, Dirt",There is sign of use overall.,-,-,AO05096
GUCCI Chain Shoulder Bag Brown Velvet Satin,/collections/gucci/products/ao04819,"39,800",-,"W 9.1 "" x H 6.7 "" x D 1.6 ""

Strap Drop. 15.0 ""","Dark brown / Velvet, Satin",-,There is minor sign of use overall.,There is minor sign of use overall.,-,-,AO04819
GUCCI Bamboo Line Backpack Brown Ostrich Skin,/collections/gucci/products/ao03749,"89,800",003.1705.0030,"W 8.7 "" x H 9.8 "" x D 3.1 ""

Strap total length. 24.4 - 30.3 """,Brown/Ostrich skin,-,"There is minor sign of use overall.

Strap: Crack, Torn",There is minor sign of use overall.,-,-,AO03749
