productname,brand,price,pagelink,condition,conditiondetails,exteriorcolor,exteriormaterial,hardware,accessories,brandcode,measurements,itemnr,claircode
Deauville Pouch Raffia Large,Chanel,"
            $810
        ",/collections/chanel/products/handbags-chanel-deauville-pouch-raffia-large5008865,Very good,". Moderate wear and discoloration on exterior corners, minor wear and small marks in interior, scratches on hardware.",Blue,Raffia,Gold Tone,No Accessories,27014945,"Height 9.5&quot;, Width 13&quot;, Depth 1&quot;",50088/65,HB.CH.DVLP.RAFF.LG 
Coco Boy Wallet on Chain Quilted Lambskin,Chanel,"
            $1,675
        ",/collections/chanel/products/handbags-chanel-coco-boy-wallet-on-chain-quilted-lambskin4967883,Great,". Small indentations on front pocket underneath flap, faint scuffs underneath flap, scratches on hardware.",Red,Leather,Aged Silver,Authenticity Card,21001725,"Height 5.5&quot;, Width 7.5&quot;, Depth 1.5&quot;, Strap Drop 24.5&quot;",49678/83,HB.CH.COBW.QULA 
Gabrielle Shopping Tote Quilted Calfskin Medium,Chanel,"
            $2,215
        ",/collections/chanel/products/handbags-chanel-gabrielle-shopping-tote-quilted-calfskin-medium50163304,Great,". Scuffs on base, slight creasing on exterior, minor stains and light wear in interior.",Black,Leather,"Gold, Aged Silver, Matte","Authenticity Card, With Strap",25045214,"Handle Drop 5&quot;, Height 12&quot;, Width 13&quot;, Depth 4&quot;, Strap Drop 15-17&quot;",50163/304,HB.CH.GBST.QLC.ME 
Diamond CC Clutch with Chain Quilted Lambskin,Chanel,"
            $1,335
        ",/collections/chanel/products/handbags-chanel-diamond-cc-clutch-with-chain-quilted-lambskin5012856,Good,". Minor wear and darkening on base corners and flap edges, light scuffs on front and underneath flap. Small marks in interior, scratches on hardware.",Red,Leather,Silver,Authenticity Card,18741772,"Height 5&quot;, Width 8.5&quot;, Depth 1&quot;, Strap Drop 9.5&quot;",50128/56,HB.CH.DCUH.QULA 
Coco Cocoon Bowling Bag Quilted Lambskin Large,Chanel,"
            $1,395
        ",/collections/chanel/products/handbags-chanel-coco-cocoon-bowling-bag-quilted-lambskin-large50163163,Great,". Moderate wear on base corners and handles, small marks on base, creasing in interior, scratches on hardware.",Neutral,Leather,Gold,No Accessories,13141766,"Handle Drop 6.5&quot;, Height 10.5&quot;, Width 17&quot;, Depth 7.5&quot;",50163/163,HB.CH.CCBBG.QULA.LG 
Paris-Salzburg Hunting Backpack Embroidered Iridescent Calfskin Medium,Chanel,"
            $1,355
        ",/collections/chanel/products/handbags-chanel-paris-salzburg-hunting-backpack-embroidered-iridescent-calfskin-medium4977832,Very good,". Moderate wear and darkening on base corners and straps, minor wear in interior.",Green,Leather,Aged Silver,"Box, Authenticity Card",21391477,"Handle Drop 13&quot;, Height 11.5&quot;, Width 12&quot;, Depth 2&quot;",49778/32,HB.CH.PRSZ.EMIR.ME 
Sport Line Messenger Embroidered Nylon Large,Chanel,"
            $1,135
        ",/collections/chanel/products/handbags-chanel-sport-line-messenger-embroidered-nylon-large50370167,Great,". Small marks on front and in interior, scratches on hardware.",Black,Fabric,Black,No Accessories,10868235,"Handle Drop 13&quot;, Height 12&quot;, Width 15&quot;, Depth 5.5&quot;",50370/167,HB.CH.SPRT.EMBN.LG 
Reissue 2.55 Flap Bag Quilted Patent 227,Chanel,"
            $2,470
        ",/collections/chanel/products/handbags-chanel-reissue-255-flap-bag-quilted-patent-22750370116,Good,". Heavy oil slick on base, scuffs and creasing on exterior and underneath flap, bubbling underneath flap, minor wear in interior, scratches and discoloration on hardware.",Black,Patent Leather,Gold,Authenticity Card,12291471,"Handle Drop 10.5&quot;, Height 8&quot;, Width 12.5&quot;, Depth 4&quot;, Strap Drop 18.5&quot;",50370/116,HB.CH.R255.QPA.227 
Vintage Classic Top Handle Flap Bag Quilted Caviar Jumbo,Chanel,"
            $2,025
        ",/collections/chanel/products/handbags-chanel-vintage-classic-top-handle-flap-bag-quilted-caviar-jumbo50163222,Good,". Wear on base corners and handles, creasing near base, bubbling on handle. Heavy wear and scuffs in interior, scratches and discoloration on hardware.",Black,Leather,Gold,"Box, Authenticity Card",6376043,"Handle Drop 3.5&quot;, Height 9&quot;, Width 11.5&quot;, Depth 4.5&quot;",50163/222,HB.CH.VCFH.QCA.JB 
Twist Crescent Flap Bag Quilted Lambskin,Chanel,"
            $1,775
        ",/collections/chanel/products/handbags-chanel-twist-crescent-flap-bag-quilted-lambskin510901,Good,". Creasing on exterior, moderate wear on flap edges, scuffs underneath flap. Minor wear in interior, scratches on hardware.","Black, Red",Leather,Gun Metal,No Accessories,18444942,"Handle Drop 8&quot;, Height 7&quot;, Width 10&quot;, Depth 4&quot;, Strap Drop 15&quot;",51090/1,HB.CH.WCF.QULA 
Paris-Hamburg Sling Backpack Embroidered Wool with Quilted Calfskin Large,Chanel,"
            $2,275
        ",/collections/chanel/products/handbags-chanel-paris-hamburg-sling-backpack-embroidered-wool-with-quilted-calfskin-large5037091,Excellent,". Faint wear on exterior and in interior, scratches on hardware.",Black,"Leather, Wool",Silver,Authenticity Card,26034297,"Height 16.5&quot;, Width 9&quot;, Depth 9&quot;, Strap Drop 16&quot;",50370/91,HB.CH.PSHM.EWQC.LG 
Camellia CC Tote Printed Canvas Medium,Chanel,"
            $1,290
        ",/collections/chanel/products/handbags-chanel-camellia-cc-tote-printed-canvas-medium5082439,Very good,". Minor discoloration and wear on exterior edges, splitting on handle base wax edges, loss of shape on handles. Minor wear in interior, scratches on hardware.","Gray, White",Canvas (Plain),Silver,"Authenticity Card, Charms",23506559,"Handle Drop 9&quot;, Height 10&quot;, Width 12.5&quot;, Depth 5&quot;",50824/39,HB.CH.CCCT.PRC.ME 
Sport Line Waist Bag Denim Medium,Chanel,"
            $865
        ",/collections/chanel/products/handbags-chanel-sport-line-waist-bag-denim-medium50823203,Excellent,". Light scuffs on leather trims, scratches on hardware.","Black, Silver",Denim,Silver,"Dust Bag, Authenticity Card",10601225,"Height 6&quot;, Width 14&quot;, Depth 1.5&quot;",50823/203,HB.CH.SLWB.DEN.ME 
Paris-New York Travel Bag Quilted Distressed Lambskin Small,Chanel,"
            $1,035
        ",/collections/chanel/products/handbags-chanel-paris-new-york-travel-bag-quilted-distressed-lambskin-small5056312,Fair,". Light scuffs and creasing on exterior, minor wear in interior, scratches on hardware.",Black,Leather,Aged Silver,"Protective Case, Luggage Tag",10763606,"Handle Drop 8&quot;, Height 10&quot;, Width 13.5&quot;, Depth 7&quot;",50563/12,HB.CH.PRTV.QDL.SM 
Lipstick Wristlet Clutch Patent,Chanel,"
            $610
        ",/collections/chanel/products/handbags-chanel-lipstick-wristlet-clutch-patent4966219,Very good,". Slight wear on exterior and zipper tape, scratches on hardware.",Blue,Patent Leather,Silver,"Box, Authenticity Card",16077430,"Height 7.5&quot;, Width 10.5&quot;, Depth 1.5&quot;",49662/19,AC.CH.LPWR.PA 
Timeless Wallet on Chain Caviar,Chanel,"
            $1,720
        ",/collections/chanel/products/handbags-chanel-timeless-wallet-on-chain-caviar5063911,Very good,". Minor wear on base corners and flap edges, indentations on front pocket underneath flap. Creasing underneath flap, small pen marks and scuffs on interior pocket, darkening and wear in interior, scratches on hardware.",Red,Leather,Silver,No Accessories,18967427,"Height 5&quot;, Width 7.5&quot;, Depth 2&quot;, Strap Drop 25&quot;",50639/11,HB.CH.WOCT.CAV 
Vintage Zip Around Satchel Leather Medium,Chanel,"
            $975
        ",/collections/chanel/products/handbags-chanel-vintage-zip-around-satchel-leather-medium49743157,Very good,". Creasing and scuffs along opening, loss of shape on handles, cracking and splitting on handle wax edges. Minor wear in interior, scratches on hardware.",Black,Leather,Gold,No Accessories,5624015,"Handle Drop 11.5&quot;, Height 11&quot;, Width 13.5&quot;, Depth 6&quot;",49743/157,HB.CH.VZAS.LE.ME 
Sport Line Duffle Bag Coated Canvas Large,Chanel,"
            $865
        ",/collections/chanel/products/handbags-chanel-sport-line-duffle-bag-coated-canvas-large49743198,Excellent,". Creasing on exterior, minimal wear in interior, scratches on hardware.",Black,Canvas Coated,Silver,Authenticity Card,11667866,"Handle Drop 13.5&quot;, Height 8&quot;, Width 14.5&quot;, Depth 7.5&quot;",49743/198,HB.CH.SDFB.COAC.LG 
Reissue 2.55 Tote Quilted Aged Calfskin,Chanel,"
            $2,010
        ",/collections/chanel/products/handbags-chanel-grand-shopping-tote-quilted-caviar-xl510301,Excellent,". Minor wear on base corners, small marks in interior, scratches on hardware.",Gold,Leather,Aged Silver,Authenticity Card,14961038,"Handle Drop 11&quot;, Height 10&quot;, Width 15&quot;, Depth 6&quot;",51030/1,
Istanbul Accordion Flap Bag Quilted Aged Leather Small,Chanel,"
            $1,170
        ",/collections/chanel/products/handbags-chanel-istanbul-accordion-flap-bag-quilted-aged-leather-small4965140,Great,". Loss of shape on exterior. Minor wear and darkening on base corner, light scuffs on interior opening, scratches on hardware.",Green,Leather,Gold,No Accessories,15036466,"Handle Drop 8&quot;, Height 8&quot;, Width 9.5&quot;, Depth 5&quot;, Strap Drop 10&quot;",49651/40,HB.CH.IAFB.QALE.SM 
CC Bucket Bag Quilted Calfskin Small,Chanel,"
            $1,855
        ",/collections/chanel/products/handbags-chanel-cc-bucket-bag-quilted-calfskin-small5082467,Great,". Wear on base corners, light wear in interior, scratches and discoloration on hardware.",Gold,Leather,Gold,No Accessories,21824069,"Handle Drop 10&quot;, Height 8.5&quot;, Width 11&quot;, Depth 2&quot;, Strap Drop 21&quot;",50824/67,HB.CH.CCBG.QLC.SM 
Vintage Square Classic Single Flap Bag Quilted Patent Jumbo,Chanel,"
            $2,435
        ",/collections/chanel/products/handbags-chanel-vintage-classic-single-flap-bag-quilted-patent-jumbo5072868,Very good,". Small marks on base, indentations and scuffs on exterior, moderate bubbling underneath flap. Light scuffs in interior, scratches on hardware.",Black,Patent Leather,Gold,Authenticity Card,5115805,"Height 8.5&quot;, Width 10.5&quot;, Depth 3.5&quot;, Strap Drop 20-22&quot;",50728/68,
Stretch Spirit Cabas Patent Vinyl Large,Chanel,"
            $1,285
        ",/collections/chanel/products/handbags-chanel-stretch-spirit-cabas-patent-vinyl-large497531,Great,". Minor wear and scuffs on exterior, scratches on hardware.",Black,Patent Vinyl,Silver,No Accessories,14059755,"Handle Drop 9&quot;, Height 15&quot;, Width 22&quot;, Depth 8&quot;",49753/1,HB.CH.STSC.PAVI.LG 
Boy Flap Bag Quilted Tweed With Denim Old Medium,Chanel,"
            $3,615
        ",/collections/chanel/products/handbags-chanel-boy-flap-bag-quilted-tweed-with-denim-old-medium5073067,Great,". Moderate wear and discoloration on base corners and flap edges, scratches on hardware.",Blue,"Denim, Tweed",Aged Gold,Authenticity Card,22328944,"Handle Drop 11.5&quot;, Height 6.5&quot;, Width 10&quot;, Depth 3&quot;, Strap Drop 21&quot;",50730/67,HB.CH.BF.QTDM.OM 
Deauville Pouch Denim with Sequins Large,Chanel,"
            $960
        ",/collections/chanel/products/handbags-chanel-deauville-pouch-denim-with-sequins-large5037051,Excellent,". Minor wear and discoloration on exterior, scratches on hardware.",Gray,Textile,Silver,"Box, Authenticity Card",23916628,"Height 9&quot;, Width 13.5&quot;, Depth 1&quot;",50370/51,HB.CH.DVLP.DWS.LG 
Reverso Boy Flap Bag Patent Small,Chanel,"
            $2,040
        ",/collections/chanel/products/handbags-chanel-reverso-boy-flap-bag-patent-small5063913,Very good,". Light scuffs and wear on exterior, moderate oil slick discoloration underneath flap. Minor wear in interior, scratches on hardware.",Blue,Leather,Aged Silver,No Accessories,18651111,"Height 5&quot;, Width 9&quot;, Depth 2&quot;, Strap Drop 21&quot;",50639/13,HB.CH.RBF.PA.SM 
Outdoor Ligne Doctor Bag Quilted Caviar Small,Chanel,"
            $875
        ",/collections/chanel/products/handbags-chanel-outdoor-ligne-doctor-bag-quilted-caviar-small50370149,Very good,". Moderate wear and discoloration on exterior and handles, small marks in interior, scratches on hardware.",Brown,Leather,Aged Silver,Authenticity Card,10894630,"Handle Drop 2.5&quot;, Height 8&quot;, Width 13&quot;, Depth 8&quot;",50370/149,HB.CH.OLDB.QCA.SM 
CC Flap Bag Lambskin and Quilted Velvet Medium,Chanel,"
            $2,710
        ",/collections/chanel/products/handbags-chanel-cc-flap-bag-lambskin-and-quilted-velvet-medium50400230,Excellent,". Faint wear on exterior, minor scuffs underneath flap, scratches and discoloration on hardware.",Black,"Leather, Velvet","Gold, Matte","Dust Bag, Authenticity Card",24276691,"Handle Drop 9.5&quot;, Height 6.5&quot;, Width 10&quot;, Depth 2&quot;, Strap Drop 18.5&quot;",50400/230,HB.CH.CCFLA.LQV.ME 
Crest Trip Bowling Bag Patch Embellished Tweed and Grained Calfskin Medium,Chanel,"
            $2,675
        ",/collections/chanel/products/handbags-chanel-crest-trip-bowling-bag-patch-embellished-tweed-and-grained-calfskin-medium50370123,Great,". Loss of shape on exterior. Minor wear on base corners, scratches on hardware.",Blue,"Leather, Textile",Aged Silver,Authenticity Card,22318006,"Handle Drop 3&quot;, Height 10.5&quot;, Width 12&quot;, Depth 8&quot;, Strap Drop 11.5&quot;",50370/123,HB.CH.CTPS.PCET.ME 
Pocket Zip Pouch Quilted Lambskin Medium,Chanel,"
            $1,135
        ",/collections/chanel/products/handbags-chanel-pocket-zip-pouch-quilted-lambskin-medium50563109,Great,". Light scuffs on exterior, minimal wear in interior, scratches on hardware.",Pink,Leather,Gold,No Accessories,24181888,"Height 8.5&quot;, Width 11&quot;, Depth 1&quot;",50563/109,HB.CH.POZP.QULA.ME 
Square Stitch Tassel Hobo Quilted Leather Small,Chanel,"
            $990
        ",/collections/chanel/products/handbags-chanel-square-stitch-tassel-hobo-quilted-leather-small5072862,Very good,". Moderate wear on base corners, creasing on exterior, minor wear in interior, scratches on hardware.",Black,Leather,Gun Metal,Tassel,8560259,"Handle Drop 6&quot;, Height 6.5&quot;, Width 7&quot;, Depth 7.7&quot;",50728/62,HB.CH.SQSTH.QLE.SM 
Drawstring Shoulder Bag Quilted Denim and Aged Calfskin Medium,Chanel,"
            $1,270
        ",/collections/chanel/products/handbags-chanel-drawstring-shoulder-bag-quilted-denim-and-aged-calfskin-medium50370119,Very good,". Moderate pilling and discoloration on exterior, scuffs on trims. Minor wear in interior, scratches on hardware.",Blue,Denim,Gold,No Accessories,23410430,"Handle Drop 12&quot;, Height 9&quot;, Width 12&quot;, Depth 4&quot;, Strap Drop 23&quot;",50370/119,HB.CH.DSHB.QUTD.ME 
Medallion Tote Quilted Patent,Chanel,"
            $870
        ",/collections/chanel/products/handbags-chanel-medallion-tote-quilted-patent50823226,Fair,". Moderate wear, loss of luster, scuffs and creasing on exterior and handles, wear and scuffs in interior, scratches on hardware.",Black,"Leather, Patent Leather",Gold,No Accessories,4958261,"Handle Drop 6&quot;, Height 10&quot;, Width 11.5&quot;, Depth 6&quot;",50823/226,HB.CH.MT.QPA 
Chain Around Phone Holder Crossbody Bag Tweed and Ribbon,Chanel,"
            $1,625
        ",/collections/chanel/products/handbags-chanel-chain-around-phone-holder-crossbody-bag-tweed-and-ribbon4762959,Excellent,. No visible signs of wear.,Red,Tweed,Gold,No Accessories,22870148,"Height 9&quot;, Width 6&quot;, Depth 1.5&quot;, Strap Drop 20&quot;",47629/59,HB.CH.CAPH.TWRB 
Boy Flap Bag Chevron Calfskin New Medium,Chanel,"
            $3,715
        ",/collections/chanel/products/handbags-chanel-boy-flap-bag-chevron-calfskin-new-medium503021,Very good,". Wear on base corners and flap edges, scuffs and creasing underneath flap, scratches on hardware.",Blue,Leather,Aged Silver,"Box, Authenticity Card, Dust Bag",22346774,"Handle Drop 12&quot;, Height 7&quot;, Width 11&quot;, Depth 3&quot;, Strap Drop 20&quot;",50302/1,HB.CH.BF.CHCA.NEM 
CC Mania Flap Bag Lambskin Small,Chanel,"
            $3,155
        ",/collections/chanel/products/handbags-chanel-cc-mania-flap-bag-lambskin-small5082438,Excellent,". Slight creasing and faint scuffs on exterior and underneath flap, scratches on hardware.",Black,Leather,Gold,"Box, Authenticity Card",27302027,"Height 5.5&quot;, Width 7&quot;, Depth 2&quot;, Strap Drop 20&quot;",50824/38,HB.CH.GICF.LS.SM 
Unlimited Crossbody Bag Embossed Leather Small,Chanel,"
            $920
        ",/collections/chanel/products/handbags-chanel-unlimited-crossbody-bag-embossed-leather-small5082434,Very good,". Moderate wear and discoloration on base corners and strap, small marks in interior, scratches on hardware.",Black,Embossed Leather,Silver,No Accessories,12798529,"Height 5.5&quot;, Width 9&quot;, Depth 2.5&quot;, Strap Drop 8-17&quot;",50824/34,HB.CH.UNLC.EML.SM 
Zip Around Wallet Quilted Caviar Long,Chanel,"
            $655
        ",/collections/chanel/products/handbags-chanel-zip-around-wallet-quilted-caviar-long4714811,Very good,". Minor wear and creasing on exterior, scratches on hardware.",Red,Leather,Silver,No Accessories,14797042,"Height 4&quot;, Width 7.5&quot;, Depth 1&quot;",47148/11,AC.CH.ZAWA.QCA.LO 
"Crest Boy Flap Bag Quilted Lambskin New Medium Item Number: 46843/17"",
        ""image"": ""https://cdn.shopify.com/s/files/1/0384/0161/products/46843-17_20Chanel_20Crest_20Boy_20Flap_20Bag_20Quilted_20Lambski_2D_0002_grande.jpg?v=1575952692"",
        
            ""offers"": {
                ""@type"" : ""Offer"",
                ""priceCurrency"": ""USD"",
                ""price"": ""2945"",
                ""itemCondition"" : ""http://schema.org/UsedCondition"",
                ""availability"" : ""http://schema.org/InStock"",
                ""url"" : ""https://shop.rebag.com/products/handbags-chanel-crest-boy-flap-bag-quilted-lambskin-new-medium4684317?variant=30552412094534""
            }}
</script>
",Chanel,"
            $2,945
        ",/collections/chanel/products/handbags-chanel-crest-boy-flap-bag-quilted-lambskin-new-medium4684317,Very good,". Minor wear on base corners, flap edges and in interior, scuffs on exterior and underneath flap, scratches on hardware.",,,,No Accessories,,"Handle Drop 11.5&quot;, Height 7&quot;, Width 11&quot;, Depth 3&quot;, Strap Drop 19.5&quot;",46843/17,
Grand Shopping Tote Quilted Caviar XL,Chanel,"
            $2,500
        ",/collections/chanel/products/handbags-chanel-grand-shopping-tote-quilted-caviar-xl480084,Very good,". Creasing near base, minor wear on exterior, bubbling on strap, slight wear in interior, scratches on hardware.",Brown,Leather,Silver,Authenticity Card,16596060,"Handle Drop 9&quot;, Height 10.5&quot;, Width 16&quot;, Depth 6&quot;, Strap Drop 10&quot;",48008/4,HB.CH.GST.QCA.XL 
Vintage Pocket Camera Bag Chevron Caviar Medium,Chanel,"
            $2,015
        ",/collections/chanel/products/handbags-chanel-vintage-pocket-camera-bag-chevron-caviar-medium5073041,Very good,". Minor wear on exterior and in interior, creasing on opening trim, scratches on hardware.",Black,Leather,Gold Tone,Pochette,6877626,"Handle Drop 8&quot;, Height 7.5&quot;, Width 10.5&quot;, Depth 3&quot;",50730/41,HB.CH.VCPCB.CHCV.ME 
CC Envelope Flap Crossbody Chevron Calfskin Small,Chanel,"
            $2,725
        ",/collections/chanel/products/handbags-chanel-cc-envelope-flap-crossbody-chevron-calfskin-small5072873,Very good,". Wear on base corners and in interior, moderate scuffs and small indentations on exterior and underneath flap, scratches on hardware.",Black,Leather,Gold Tone,"Box, Authenticity Card",26209881,"Handle Drop 6.5&quot;, Height 6&quot;, Width 10&quot;, Depth 3&quot;, Strap Drop 23.5&quot;",50728/73,HB.CH.CCRS.CHCA.SM 
Medallion Tote Quilted Velvet,Chanel,"
            $1,030
        ",/collections/chanel/products/handbags-chanel-medallion-tote-quilted-velvet50370165,Very good,". Moderate wear on exterior, faint wear in interior, scratches on hardware.",Brown,Velvet,Gold,Authenticity Card,5423566,"Handle Drop 6&quot;, Height 10&quot;, Width 12&quot;, Depth 6&quot;",50370/165,HB.CH.MT.QVV 
Brilliant Wallet on Chain Quilted Patent,Chanel,"
            $1,810
        ",/collections/chanel/products/handbags-chanel-brilliant-wallet-on-chain-quilted-patent507376,Very good,". Minor wear on exterior, scuffs and indentations underneath flap and in interior, scratches on hardware.",Black,"Leather, Patent Leather",Gun Metal,No Accessories,19506203,"Height 4.5&quot;, Width 7&quot;, Depth 1.5&quot;, Strap Drop 25&quot;",50737/6,HB.CH.BROC.QPA 
Vintage Diamond Stitch Boston Bag Quilted Lambskin Large,Chanel,"
            $1,825
        ",/collections/chanel/products/handbags-chanel-vintage-diamond-stitch-boston-bag-quilted-lambskin-large50370187,Very good,". Moderate wear on base corners, light scuffs on exterior and in interior, heavy cracking on handle wax edges, scratches on hardware.",Black,Leather,Gold,"Keys, Lock, Luggage Tag, Clochette, With Strap",2681032,"Handle Drop 6.5&quot;, Height 11&quot;, Width 20&quot;, Depth 8.5&quot;, Strap Drop 20-23&quot;",50370/187,HB.CH.VBOS.QULA.LG 
Logo Camera Bag Printed Coated Canvas Medium,Chanel,"
            $2,200
        ",/collections/chanel/products/handbags-chanel-logo-camera-bag-printed-coated-canvas-medium5073827,Excellent,". Minor wear on exterior and in interior, bubbling on strap, scratches on hardware.","Black, Neutral",Canvas (Coated),Silver,Authenticity Card,25618171,"Height 6&quot;, Width 9&quot;, Depth 1.5&quot;, Strap Drop 11.5-18.5&quot;",50738/27,HB.CH.LOCB.PRCC.ME 
Timeless CC Shopping Tote Quilted Caviar Large,Chanel,"
            $1,725
        ",/collections/chanel/products/handbags-chanel-timeless-cc-shopping-tote-quilted-caviar-large5118015,Very good,". Odor in interior. Moderate wear and creasing on exterior and shoulder pads, wear in interior, scratches on hardware.",Black,Leather,Silver,No Accessories,17249170,"Handle Drop 9&quot;, Height 10&quot;, Width 16&quot;, Depth 4&quot;",51180/15,HB.CH.TCCS.QCA.LG 
Camellia Messenger Bag Tweed Large,Chanel,"
            $780
        ",/collections/chanel/products/handbags-chanel-camellia-messenger-bag-tweed-large4966218,Excellent,". Minor wear on leather trims and strap, scratches on hardware.","Black, White",Tweed,Gun Metal,No Accessories,10433059,"Height 12&quot;, Width 12.5&quot;, Depth 3&quot;, Strap Drop 22&quot;",49662/18,HB.CH.CMLM.TW.LG 
Vintage Diamond CC Flap Pocket Camera Bag Quilted Lambskin Medium,Chanel,"
            $2,090
        ",/collections/chanel/products/handbags-chanel-vintage-diamond-cc-flap-pocket-camera-bag-quilted-lambskin-medium5056721,Great,". Wear, creasing and minor scuffs on exterior, strap and underneath flap. Minor wear in interior, scratches on hardware.",Black,Leather,Gold,Authenticity Card,3469557,"Height 8&quot;, Width 10.5&quot;, Depth 3&quot;, Strap Drop 19&quot;",50567/21,HB.CH.VDCF.QULA.ME 
Vintage CC Shoulder Bag Patent Medium,Chanel,"
            $1,095
        ",/collections/chanel/products/handbags-chanel-vintage-cc-shoulder-bag-patent-medium495831,Very good,". Wear, scuffs and loss of luster on exterior and handles, minor wear in interior, scratches on hardware.",Black,Patent Leather,Gold,Authenticity Card,4052082,"Handle Drop 14.5&quot;, Height 10&quot;, Width 12&quot;, Depth 3.5&quot;",49583/1,HB.CH.VCCSB.PA.ME 
Vintage Timeless Chain Tote Suede Tall,Chanel,"
            $765
        ",/collections/chanel/products/handbags-chanel-vintage-timeless-chain-tote-suede-tall505672,Fair,". Heavy stains and wear on exterior, minimal wear in interior, scratches on hardware.",Brown,Suede,Gold,No Accessories,3627483,"Handle Drop 11.5&quot;, Height 15&quot;, Width 14&quot;, Depth 5&quot;",50567/2,HB.CH.VGTN.SUD.TA 
Round as Earth Crossbody Glazed Calfskin,Chanel,"
            $3,005
        ",/collections/chanel/products/handbags-chanel-round-as-earth-crossbody-glazed-calfskin486835,Excellent,". Light scuffs on exterior, minimal wear in interior, scratches on hardware.",Purple,Leather,Gold,No Accessories,25094584,"Handle Drop 2&quot;, Height 6.5&quot;, Width 6&quot;, Depth 3&quot;, Strap Drop 20-22&quot;",48683/5,HB.CH.ROUE.GZCF 
Elegant CC Tote Quilted Lambskin Large,Chanel,"
            $2,740
        ",/collections/chanel/products/handbags-chanel-elegant-cc-tote-quilted-lambskin-large5120117,Very good,". Moderate wear and discoloration on exterior, scuffs on exterior and interior opening trim. Small marks in interior, scratches on hardware.",Black,Leather,Gold,Authenticity Card,23225566,"Handle Drop 9.5&quot;, Height 8.5&quot;, Width 12.5&quot;, Depth 3.5&quot;, Strap Drop 15.5&quot;",51201/17,HB.CH.ECCT.QULA.LG 
Vintage Supermodel Weekender Bag Denim Large,Chanel,"
            $4,165
        ",/collections/chanel/products/handbags-chanel-vintage-supermodel-weekender-bag-denim-large505549,Good,". Heavy loss of shape, discoloration and wear on exterior and handles, stains and wear in interior, scratches on hardware.",Blue,Denim,Gold,No Accessories,4665856,"Height 14&quot;, Width 18&quot;, Depth 6&quot;",50554/9,HB.CH.SUPW.DEN.LG 
Beauty Lock Tote Quilted Sheepskin Small,Chanel,"
            $1,975
        ",/collections/chanel/products/handbags-chanel-beauty-lock-tote-quilted-sheepskin-small490681,Good,". Minor wear and discoloration on strap, base and opening corners, light scuffs on exterior and in interior, scratches on hardware.",Blue,Leather,Aged Gold,Authenticity Card,22205247,"Handle Drop 11&quot;, Height 8.5&quot;, Width 10.5&quot;, Depth 4.5&quot;",49068/1,HB.CH.BEUT.QSHE.SM 
Bow Flap Clutch Crystal Embellished Satin Small,Chanel,"
            $925
        ",/collections/chanel/products/handbags-chanel-bow-flap-clutch-crystal-embellished-satin-small512286,Excellent,. Minor wear on exterior and in interior.,Black,Satin,Gold,Authenticity Card,10704885,"Height 4&quot;, Width 7.5&quot;, Depth 2&quot;",51228/6,HB.CH.BWFC.CESA.SM 
"New Bubble Tote Quilted Calfskin North South Item Number: 43669/1"",
        ""image"": ""https://cdn.shopify.com/s/files/1/0384/0161/products/43669-1_20Chanel_20New_20Bubble_20Tote_20Quilted_20Calfskin_20No_2D_0002_grande.jpg?v=1575952569"",
        
            ""offers"": {
                ""@type"" : ""Offer"",
                ""priceCurrency"": ""USD"",
                ""price"": ""1115"",
                ""itemCondition"" : ""http://schema.org/UsedCondition"",
                ""availability"" : ""http://schema.org/InStock"",
                ""url"" : ""https://shop.rebag.com/products/handbags-chanel-new-bubble-tote-quilted-calfskin-north-south436691?variant=30326420996166""
            }}
</script>
",Chanel,"
            $1,115
        ",/collections/chanel/products/handbags-chanel-new-bubble-tote-quilted-calfskin-north-south436691,Very good,". Odor in interior. Wear, scuffs and creasing on exterior and strap, small stains and wear in interior, scratches on hardware.",,,,No Accessories,,"Handle Drop 12&quot;, Height 11.5&quot;, Width 14&quot;, Depth 5&quot;, Strap Drop 21&quot;",43669/1,
Elementary Chic Flap Bag Quilted Tweed Small,Chanel,"
            $2,330
        ",/collections/chanel/products/handbags-chanel-elementary-chic-flap-bag-quilted-tweed-small5073017,Great,". Minor wear on exterior and in interior, wear on strap, scratches on hardware.",Black,"Textile, Tweed",Silver,Authenticity Card,21505310,"Handle Drop 10&quot;, Height 7.5&quot;, Width 10&quot;, Depth 3&quot;, Strap Drop 17.5&quot;",50730/17,HB.CH.EMCF.QTWEE.SM 
Classic Double Flap Bag Chevron Lambskin Medium,Chanel,"
            $3,910
        ",/collections/chanel/products/handbags-chanel-classic-double-flap-bag-chevron-lambskin-medium490682,Great,". Minor wear and darkening on base corners, flap edges and strap, indentations on flap. Light scuffs in interior, scratches on hardware.",Pink,Leather,Silver,Authenticity Card,25765849,"Handle Drop 10&quot;, Height 6&quot;, Width 10&quot;, Depth 2.5&quot;, Strap Drop 17&quot;",49068/2,HB.CH.CDFL.CHVLS.ME 
Vintage Square Classic Single Flap Bag Quilted Patent Jumbo,Chanel,"
            $2,165
        ",/collections/chanel/products/handbags-chanel-vintage-classic-single-flap-bag-quilted-patent-jumbo5127341,Fair,". Light scuffs and indentations on exterior and in interior, bubbling underneath flap. Heavy splitting in interior seams, scratches on hardware.",Black,Patent Leather,Gold,Authenticity Card,5114692,"Height 8.5&quot;, Width 11.5&quot;, Depth 3.5&quot;, Strap Drop 21.5&quot;",51273/41,
