productname,brand,price,pagelink,condition,conditiondetails,exteriorcolor,exteriormaterial,hardware,accessories,brandcode,measurements,itemnr,claircode
"Birkin Handbag Etrusque Clemence with Gold Hardware 35 Item Number: 48929/112"",
        ""image"": ""https://cdn.shopify.com/s/files/1/0384/0161/products/48929-112_20Hermes_20Birkin_20Handbag_20Brown_20Clemence_20wit_2D_0002_grande.jpg?v=1575953152"",
        
            ""offers"": {
                ""@type"" : ""Offer"",
                ""priceCurrency"": ""USD"",
                ""price"": ""7075"",
                ""itemCondition"" : ""http://schema.org/UsedCondition"",
                ""availability"" : ""http://schema.org/InStock"",
                ""url"" : ""https://shop.rebag.com/products/handbags-hermes-birkin-handbag-brown-clemence-with-gold-hardware-3548929112?variant=31172881088582""
            }}
</script>
",Hermes,"
            $7,075
        ",/collections/hermes/products/handbags-hermes-birkin-handbag-brown-clemence-with-gold-hardware-3548929112,Great,". Creasing on exterior, light wear on base corner, small marks on flap, minor cracking on handle wax edges, scuffs and indentations on interior base, scratches on hardware.",,,,"Keys, Lock, Clochette",,"Handle Drop 4&quot;, Height 9.5&quot;, Width 14&quot;, Depth 7&quot;",48929/112,
Birkin Handbag Bleu Paon Chevre Mysore with Palladium Hardware 30,Hermes,"
            $9,825
        ",/collections/hermes/products/handbags-hermes-birkin-handbag-blue-chevre-mysore-with-palladium-hardware-30496781,Very good,". Light wear on base corners, slight creasing on exterior, wear on closure strap wax edge. Minor scuffs on interior base, scratches on hardware.","Bleu Paon (Blue) Interior Material: Leather Interior Color: Bleu Paon (Blue) Hardware Color: Palladium Brand Code: X (2016) Clair Code: HB.HM.BIK.BCVM.30 Item Number: 49678/1"",
        ""image"": ""https://cdn.shopify.com/s/files/1/0384/0161/products/49678-1_20Hermes_20Birkin_20Handbag_20Blue_20Chevre_20Mysore_20w_2D_0002_grande.jpg?v=1575953265"",
        
            ""offers"": {
                ""@type"" : ""Offer"",
                ""priceCurrency"": ""USD"",
                ""price"": ""9825"",
                ""itemCondition"" : ""http://schema.org/UsedCondition"",
                ""availability"" : ""http://schema.org/InStock"",
                ""url"" : ""https://shop.rebag.com/products/handbags-hermes-birkin-handbag-blue-chevre-mysore-with-palladium-hardware-30496781?variant=31215657353286""
            }}
</script>
",Leather,Palladium,"Keys, Lock, Dust Bag, Clochette",X (2016),"Handle Drop 4&quot;, Height 10&quot;, Width 12&quot;, Depth 6.5&quot;",49678/1,HB.HM.BIK.BCVM.30 
HAC Birkin Bag Bleu Saphir Clemence with Gold Hardware 45,Hermes,"
            $4,900
        ",/collections/hermes/products/handbags-hermes-hac-birkin-bag-blue-clemence-with-gold-hardware-454966134,Fair,". Heavy loss of shape on exterior, cracking on handles and opening corners wax edges. Indentations and minor scuffs in interior, scratches and tarnish on hardware.","Bleu Saphir (Blue) Interior Material: Leather Interior Color: Bleu Saphir (Blue) Hardware Color: Gold Brand Code: B Square (1998) Clair Code: HB.HM.HAC.BLCG.45 Item Number: 49661/34"",
        ""image"": ""https://cdn.shopify.com/s/files/1/0384/0161/products/49661-34_20Hermes_20HAC_20Birkin_20Bag_20Blue_20Clemence_20with_2D_0002_grande.jpg?v=1575953265"",
        
            ""offers"": {
                ""@type"" : ""Offer"",
                ""priceCurrency"": ""USD"",
                ""price"": ""4900"",
                ""itemCondition"" : ""http://schema.org/UsedCondition"",
                ""availability"" : ""http://schema.org/InStock"",
                ""url"" : ""https://shop.rebag.com/products/handbags-hermes-hac-birkin-bag-blue-clemence-with-gold-hardware-454966134?variant=31215658467398""
            }}
</script>
",Leather,Gold,"Keys, Lock, Clochette",B Square (1998),"Handle Drop 4.5&quot;, Height 16.5&quot;, Width 17.5&quot;, Depth 10&quot;",49661/34,HB.HM.HAC.BLCG.45 
Kelly Handbag Noir Ardennes with Gold Hardware 35,Hermes,"
            $5,930
        ",/collections/hermes/products/handbags-hermes-kelly-handbag-black-ardennes-with-gold-hardware-3549113300,Very good,". Minor wear on base corners, light scuffs and bubbling underneath flap, indentations on interior base, scratches on hardware.","Noir (Black) Interior Material: Leather Interior Color: Noir (Black) Hardware Color: Gold Brand Code: T Circle (1990) Clair Code: HB.HM.KY.BLAGH.35 Item Number: 49113/300"",
        ""image"": ""https://cdn.shopify.com/s/files/1/0384/0161/products/49113-300_20Hermes_20Kelly_20Handbag_20Black_20Ardennes_20with_2D_0002_grande.jpg?v=1575953190"",
        
            ""offers"": {
                ""@type"" : ""Offer"",
                ""priceCurrency"": ""USD"",
                ""price"": ""5930"",
                ""itemCondition"" : ""http://schema.org/UsedCondition"",
                ""availability"" : ""http://schema.org/InStock"",
                ""url"" : ""https://shop.rebag.com/products/handbags-hermes-kelly-handbag-black-ardennes-with-gold-hardware-3549113300?variant=31191949017158""
            }}
</script>
",Leather,Gold,"Keys, Lock, Clochette, With Strap",T Circle (1990),"Handle Drop 4&quot;, Height 10&quot;, Width 14&quot;, Depth 4.5&quot;",49113/300,HB.HM.KY.BLAGH.35 
Birkin Handbag Bleu Paon Chevre Mysore with Palladium Hardware 30,Hermes,"
            $9,255
        ",/collections/hermes/products/handbags-hermes-birkin-handbag-blue-chevre-mysore-with-palladium-hardware-304966111,Good,". Repainted exterior edges. Light wear on base corners and interior, scratches on hardware.",Blue,Leather,Palladium,"Keys, Lock, Rain Coat, Clochette",C (2018),"Handle Drop 4&quot;, Height 10&quot;, Width 12&quot;, Depth 6.5&quot;",49661/11,HB.HM.BIK.BCVM.30 
Evelyne Crossbody Gen II Clemence GM,Hermes,"
            $1,665
        ",/collections/hermes/products/handbags-hermes-evelyne-crossbody-gen-ii-clemence-gm4913451,Very good,". Slight creasing and wear on base, scuffs on strap base, minor wear in interior, scratches on hardware.",Red,Leather,Palladium,No Accessories,I Square (2005),"Height 12&quot;, Width 13&quot;, Depth 4&quot;, Strap Drop 19&quot;",49134/51,HB.HM.EVCII.CM.GM 
Beach Tote Printed Toile Large,Hermes,"
            $375
        ",/collections/hermes/products/handbags-hermes-beach-tote-printed-toile-large4912848,Very good,". Odor in interior, Minor wear and discoloration on exterior edges, wear and light pilling on handles, light wear in interior, scratches on hardware.","Multi Color, Print","Canvas Exterior Color: Multi Color, Print Interior Material: Fabric Interior Color: Brown Hardware Color: Gold Brand Code: - Clair Code: HB.HM.BITO.PRTO.LG Item Number: 49128/48"",
        ""image"": ""https://cdn.shopify.com/s/files/1/0384/0161/products/49128-48_20Hermes_20Beach_20Tote_20Printed_20Toile_20Large_2D_0002_grande.jpg?v=1575953226"",
        
            ""offers"": {
                ""@type"" : ""Offer"",
                ""priceCurrency"": ""USD"",
                ""price"": ""375"",
                ""itemCondition"" : ""http://schema.org/UsedCondition"",
                ""availability"" : ""http://schema.org/InStock"",
                ""url"" : ""https://shop.rebag.com/products/handbags-hermes-beach-tote-printed-toile-large4912848?variant=31200367968326""
            }}
</script>
",Gold,No Accessories,-,"Handle Drop 11&quot;, Height 18&quot;, Width 20.5&quot;, Depth 7&quot;",49128/48,HB.HM.BITO.PRTO.LG 
Birkin Handbag Noir Ardennes with Gold Hardware 35,Hermes,"
            $6,200
        ",/collections/hermes/products/handbags-hermes-birkin-handbag-black-ardennes-with-gold-hardware-3549113179,Fair,". Creasing on exterior, minor wear on base corners, slight splitting on closure belt wax edges. Heavy splitting on handle wax edges, moderate scuffs and indentations in interior, scratches on hardware.","Noir (Black) Interior Material: Leather Interior Color: Noir (Black) Hardware Color: Gold Brand Code: H Square (2004) Clair Code: HB.HM.BIK.BLAGH.35 Item Number: 49113/179"",
        ""image"": ""https://cdn.shopify.com/s/files/1/0384/0161/products/49113-179_20Hermes_20Birkin_20Handbag_20Black_20Ardennes_20wit_2D_0002_grande.jpg?v=1575953242"",
        
            ""offers"": {
                ""@type"" : ""Offer"",
                ""priceCurrency"": ""USD"",
                ""price"": ""6200"",
                ""itemCondition"" : ""http://schema.org/UsedCondition"",
                ""availability"" : ""http://schema.org/InStock"",
                ""url"" : ""https://shop.rebag.com/products/handbags-hermes-birkin-handbag-black-ardennes-with-gold-hardware-3549113179?variant=31200443924550""
            }}
</script>
",Leather,Gold,"Keys, Lock, Clochette",H Square (2004),"Handle Drop 5&quot;, Height 10&quot;, Width 13.5&quot;, Depth 7&quot;",49113/179,HB.HM.BIK.BLAGH.35 
Birkin Handbag Noir Togo with Palladium Hardware 35,Hermes,"
            $7,675
        ",/collections/hermes/products/handbags-hermes-birkin-handbag-black-togo-with-palladium-hardware-354911386,Good,". Loss of shape on exterior. Minor wear on base corners, cracking on handle wax edges, light scuffs in interior, scratches on hardware.","Noir (Black) Interior Material: Leather Interior Color: Noir (Black) Hardware Color: Palladium Brand Code: I Square (2005) Clair Code: HB.HM.BIK.BKTPH.35 Item Number: 49113/86"",
        ""image"": ""https://cdn.shopify.com/s/files/1/0384/0161/products/49113-86_20Hermes_20Birkin_20Handbag_20Black_20Togo_20with_20Pal_2D_0002_grande.jpg?v=1575953196"",
        
            ""offers"": {
                ""@type"" : ""Offer"",
                ""priceCurrency"": ""USD"",
                ""price"": ""7675"",
                ""itemCondition"" : ""http://schema.org/UsedCondition"",
                ""availability"" : ""http://schema.org/InStock"",
                ""url"" : ""https://shop.rebag.com/products/handbags-hermes-birkin-handbag-black-togo-with-palladium-hardware-354911386?variant=31191990665286""
            }}
</script>
",Leather,Palladium,"Keys, Lock, Clochette",I Square (2005),"Handle Drop 4.5&quot;, Height 10.5&quot;, Width 14&quot;, Depth 7.5&quot;",49113/86,HB.HM.BIK.BKTPH.35 
Saxo Handbag Toile MM,Hermes,"
            $525
        ",/collections/hermes/products/handbags-hermes-saxo-handbag-toile-mm4876022,Very good,". Wear, darkening, scuffs and watermarks on base leather trim, minor marks in interior, scratches on hardware.",,Canvas Plain,Palladium,No Accessories,2236-32,"Handle Drop 7.5&quot;, Height 10&quot;, Width 8.5&quot;, Depth 8&quot;",48760/22,HB.HM.SAX.TO.MM 
Birkin Handbag Rouge Garance Clemence with Palladium Hardware 35,Hermes,"
            $5,460
        ",/collections/hermes/products/handbags-hermes-birkin-handbag-red-clemence-with-palladium-hardware-35491348,Fair,". Loss of shape near base, moderate wear on base corners, heavy cracking on handle wax edges. Small indentations in interior, scratches on hardware.","Rouge Garance (Red) Interior Material: Leather Interior Color: Rouge Garance (Red) Hardware Color: Palladium Brand Code: G Square (2003) Clair Code: HB.HM.BIK.RCMP.35 Item Number: 49134/8"",
        ""image"": ""https://cdn.shopify.com/s/files/1/0384/0161/products/49134-8_20Hermes_20Birkin_20Handbag_20Red_20Clemence_20with_20Pa_2D_0002_grande.jpg?v=1575953272"",
        
            ""offers"": {
                ""@type"" : ""Offer"",
                ""priceCurrency"": ""USD"",
                ""price"": ""5460"",
                ""itemCondition"" : ""http://schema.org/UsedCondition"",
                ""availability"" : ""http://schema.org/InStock"",
                ""url"" : ""https://shop.rebag.com/products/handbags-hermes-birkin-handbag-red-clemence-with-palladium-hardware-35491348?variant=31216266149958""
            }}
</script>
",Leather,Palladium,"Keys, Lock, Dust Bag, Clochette",G Square (2003),"Handle Drop 4&quot;, Height 10&quot;, Width 14&quot;, Depth 6.5&quot;",49134/8,HB.HM.BIK.RCMP.35 
Birkin Handbag Noir Clemence with Gold Hardware 35,Hermes,"
            $6,545
        ",/collections/hermes/products/handbags-hermes-birkin-handbag-black-clemence-with-gold-hardware-35487401,Good,". Loss of shape, minor wear on base corners, scuffs and mark in interior, heavy scratches on hardware.","Noir (Black) Interior Material: Leather Interior Color: Black Hardware Color: Gold Brand Code: O Square (2011) Clair Code: HB.HM.BIK.BCLGH.35 Item Number: 48740/1"",
        ""image"": ""https://cdn.shopify.com/s/files/1/0384/0161/products/48740-1_20Hermes_20Birkin_20Handbag_20Black_20Clemence_20with_2D_0002_grande.jpg?v=1575953208"",
        
            ""offers"": {
                ""@type"" : ""Offer"",
                ""priceCurrency"": ""USD"",
                ""price"": ""6545"",
                ""itemCondition"" : ""http://schema.org/UsedCondition"",
                ""availability"" : ""http://schema.org/InStock"",
                ""url"" : ""https://shop.rebag.com/products/handbags-hermes-birkin-handbag-black-clemence-with-gold-hardware-35487401?variant=31192054759494""
            }}
</script>
",,Gold,"Keys, Lock, Accessories Dust Bag, Dust Bag, Clochette",O Square (2011),"Handle Drop 5&quot;, Height 9&quot;, Width 13.5&quot;, Depth 7&quot;",48740/1,HB.HM.BIK.BCLGH.35 
Wallago Cabine Bag Togo 35,Hermes,"
            $3,420
        ",/collections/hermes/products/handbags-hermes-wallago-cabine-bag-togo-355012849,Great,". Loss of shape on exterior, scratches on hardware.",Neutral,Leather,Palladium,"Keys, Lock, Luggage Tag",A (2017),"Handle Drop 9&quot;, Height 13&quot;, Width 14&quot;, Depth 7&quot;",50128/49,HB.HM.WGCB.TG.35 
Kelly Handbag Vermillion Chevre Jhansi with Palladium Hardware 28,Hermes,"
            $6,560
        ",/collections/hermes/products/handbags-hermes-kelly-handbag-red-chevre-jhansi-with-palladium-hardware-284913442,Good,". Heavy loss of shape exterior, cracking and peeling on exterior and flap wax edges. Indentations and scuffs on interior base, scratches on hardware.",Red,Leather,Palladium,"Keys, Lock, Clochette, With Strap",H Square (2004),"Handle Drop 3.5&quot;, Height 8&quot;, Width 11&quot;, Depth 4&quot;, Strap Drop 17.5&quot;",49134/42,HB.HM.KY.RECJ.28 
Birkin Handbag Vert Anis Swift with Palladium Hardware 30,Hermes,"
            $6,360
        ",/collections/hermes/products/handbags-hermes-birkin-handbag-green-swift-with-palladium-hardware-304974323,Very good,". Minor scuffs on exterior, creasing near base, scratches on hardware.",Green,Leather,Palladium,"Keys, Lock, Clochette, Raincoat",K Square (2007),"Handle Drop 4&quot;, Height 9&quot;, Width 12&quot;, Depth 6&quot;",49743/23,HB.HM.BIK.GSPH.30 
Birkin Handbag Raisin Togo with Palladium Hardware 35,Hermes,"
            $6,285
        ",/collections/hermes/products/handbags-hermes-birkin-handbag-purple-togo-with-palladium-hardware-35497437,Great,". Creasing near base, minor scuffs on exterior, indentations in interior, scratches on hardware.",Purple,Leather,Palladium,"Keys, Lock, Clochette",F Square (2002),"Handle Drop 4&quot;, Height 11&quot;, Width 14&quot;, Depth 7.5&quot;",49743/7,HB.HM.BIK.RITPH.35 
Birkin Handbag Bougainvillier Clemence with Palladium Hardware 35,Hermes,"
            $7,330
        ",/collections/hermes/products/handbags-hermes-birkin-handbag-red-clemence-with-palladium-hardware-354974319,Great,". Slight creasing on exterior, minor wear on base corners, small indentations in interior, scratches on hardware.",Pink,Leather,Palladium,"Keys, Lock, Clochette",X (2016),"Handle Drop 4&quot;, Height 10.5&quot;, Width 14.5&quot;, Depth 7&quot;",49743/19,HB.HM.BIK.RCMP.35 
Birkin Handbag Vert Bengale Ardennes with Gold Hardware 35,Hermes,"
            $5,585
        ",/collections/hermes/products/handbags-hermes-birkin-handbag-green-ardennes-with-gold-hardware-354913421,Fair,". Heavy loss of shape on exterior, slight cracking on handle wax edges. Moderate scuffs on interior base, scratches on hardware.",Green,Leather,Gold,"Keys, Lock, Clochette",A Square (1997),"Handle Drop 4&quot;, Height 10&quot;, Width 14&quot;, Depth 7&quot;",49134/21,HB.HM.BIK.GAGH.35 
Birkin Handbag Rouge Vif Togo with Palladium Hardware 35,Hermes,"
            $6,320
        ",/collections/hermes/products/handbags-hermes-birkin-handbag-red-togo-with-palladium-hardware-354974318,Good,". Moderate creasing on exterior,wear and darkening on exterior, marks in interior, scratches on hardware.",Red,Leather,Palladium,"Keys, Lock, Clochette",G Square (2003),"Handle Drop 4&quot;, Height 10&quot;, Width 14.5&quot;, Depth 7&quot;",49743/18,HB.HM.BIK.RDPHW.35 
Birkin Handbag Noir Togo with Gold Hardware 35,Hermes,"
            $6,760
        ",/collections/hermes/products/handbags-hermes-birkin-handbag-black-togo-with-gold-hardware-354967810,Fair,". Heavy loss of shape on exterior, minor wear on base corners, cracking on handle wax edges. Scuffs and indentations on interior base, scratches on hardware.","Noir (Black) Interior Material: Leather Interior Color: Noir (Black) Hardware Color: Gold Brand Code: H Square (2004) Clair Code: HB.HM.BIK.BTGGH.35 Item Number: 49678/10"",
        ""image"": ""https://cdn.shopify.com/s/files/1/0384/0161/products/49678-10_20Hermes_20Birkin_20Handbag_20Black_20Togo_20with_20Gol_2D_0002_grande.jpg?v=1575953283"",
        
            ""offers"": {
                ""@type"" : ""Offer"",
                ""priceCurrency"": ""USD"",
                ""price"": ""6760"",
                ""itemCondition"" : ""http://schema.org/UsedCondition"",
                ""availability"" : ""http://schema.org/InStock"",
                ""url"" : ""https://shop.rebag.com/products/handbags-hermes-birkin-handbag-black-togo-with-gold-hardware-354967810?variant=31216311631942""
            }}
</script>
",Leather,Gold,No Accessories,H Square (2004),"Handle Drop 4&quot;, Height 11&quot;, Width 14&quot;, Depth 7&quot;",49678/10,HB.HM.BIK.BTGGH.35 
HAC Birkin Bag Gold Buffalo Skipper with Gold Hardware 50,Hermes,"
            $5,205
        ",/collections/hermes/products/handbags-hermes-hac-birkin-bag-brown-togo-with-gold-hardware-504966135,Good,". Loss of shape on exterior, minor cracking on opening trim, handle and clochette wax edges. Indentations in interior, scratches and tarnish on hardware.",,Leather,Gold,"Keys, Lock, Clochette",Y Circle (1995),"Handle Drop 3.5&quot;, Height 17&quot;, Width 19.5&quot;, Depth 10.5&quot;",49661/35,HB.HM.HAC.BRWTGH.50 
Sac a Depeches Bag Swift 27,Hermes,"
            $1,590
        ",/collections/hermes/products/handbags-hermes-sac-a-depeches-bag-swift-275022750,Fair,". Moderate splitting on base corner wax edges, light cracking on flap wax edges, marks in interior, scratches on hardware.",Black,Leather,Palladium,"Keys, Clochette",J Square (2006),"Handle Drop 1&quot;, Height 8.5&quot;, Width 10.5&quot;, Depth 2.5&quot;",50227/50,HB.HM.SAD.SW.27 
Vintage Saddle Lock Bag Courchevel Medium,Hermes,"
            $2,190
        ",/collections/hermes/products/handbags-hermes-vintage-saddle-lock-bag-courchevel-medium499121,Great,". Creasing on rear, minor bubbling underneath flap, wear on opening corner wax edges, scratches and tarnish on hardware.",Brown,Leather,Gold,No Accessories,K Circle (1981),"Height 8.5&quot;, Width 11&quot;, Depth 3&quot;, Strap Drop 14.5&quot;",49912/1,HB.HM.VINA.COUR.ME 
Bolide Web 1923 Handbag Swift 31,Hermes,"
            $2,160
        ",/collections/hermes/products/handbags-hermes-bolide-web-1923-handbag-swift-315022770,Very good,". Wear on base corners, creasing on exterior, minor scuffs on rear and in interior. Splitting on handle wax edges, scratches on hardware.",Brown,Leather,Palladium,"Keys, Lock, Clochette",I Square (2005),"Handle Drop 3&quot;, Height 9.5&quot;, Width 12&quot;, Depth 4.5&quot;",50227/70,HB.HM.BOWE.SW.31 
Birkin Handbag Bleu Electrique Clemence with Palladium Hardware 30,Hermes,"
            $9,925
        ",/collections/hermes/products/handbags-hermes-birkin-handbag-blue-clemence-with-palladium-hardware-304822136,Excellent,". Light wear on base corners, slight creasing on exterior, scratches on hardware.","Bleu Electrique (Blue) Interior Material: Leather Interior Color: Bleu Electrique (Blue) Hardware Color: Palladium Brand Code: A (2017) Clair Code: HB.HM.BIK.BLCLPH.30 Item Number: 48221/36"",
        ""image"": ""https://cdn.shopify.com/s/files/1/0384/0161/products/48221-36_20Hermes_20Birkin_20Handbag_20Blue_20Clemence_20with_2D_0002_grande.jpg?v=1575953281"",
        
            ""offers"": {
                ""@type"" : ""Offer"",
                ""priceCurrency"": ""USD"",
                ""price"": ""9925"",
                ""itemCondition"" : ""http://schema.org/UsedCondition"",
                ""availability"" : ""http://schema.org/InStock"",
                ""url"" : ""https://shop.rebag.com/products/handbags-hermes-birkin-handbag-blue-clemence-with-palladium-hardware-304822136?variant=31216301244486""
            }}
</script>
",Leather,Palladium,"Keys, Lock, Rain Coat, Box, Clochette",A (2017),"Handle Drop 4&quot;, Height 9&quot;, Width 12&quot;, Depth 6.5&quot;",48221/36,HB.HM.BIK.BLCLPH.30 
Birkin Handbag Noir Clemence with Gold Hardware 35,Hermes,"
            $6,410
        ",/collections/hermes/products/handbags-hermes-birkin-handbag-black-clemence-with-gold-hardware-35497438,Good,". Loss of shape on exterior. Moderate wear on base corners and handles, cracking on handle wax edges, indentations in interior, scratches on hardware.",Black,Leather,Gold,"Keys, Lock, Clochette",K Square (2007),"Handle Drop 4&quot;, Height 9.5&quot;, Width 14&quot;, Depth 7&quot;",49743/8,HB.HM.BIK.BCLGH.35 
Garden Party Pockets Tote Toile and Leather 36,Hermes,"
            $2,015
        ",/collections/hermes/products/handbags-hermes-garden-party-pockets-tote-toile-and-leather-364972468,Very good,". Moderate wear and discoloration on base corners, loss of shape on handles, scratches on hardware.",Green,"Canvas (Plain), Leather",Palladium,With Strap,X (2016),"Handle Drop 5&quot;, Height 10.5&quot;, Width 14&quot;, Depth 6.5&quot;, Strap Drop 20&quot;",49724/68,HB.HM.GPPT.TAL.36 
Kelly Handbag Noir Box Calf with Guilloche Palladium Hardware 32,Hermes,"
            $7,835
        ",/collections/hermes/products/handbags-hermes-kelly-handbag-black-box-calf-with-guilloche-palladium-hardware-324966146,Very good,". Wear on base corners, scuffs on exterior, underneath flap and in interior. Bubbling underneath flap, scratches on hardware.","Noir (Black) Interior Material: Leather Interior Color: Noir (Black) Hardware Color: Palladium Guilloche Brand Code: G Square (2003) Clair Code: HB.HM.KY.BLGO.32 Item Number: 49661/46"",
        ""image"": ""https://cdn.shopify.com/s/files/1/0384/0161/products/49661-46_20Hermes_20Kelly_20Handbag_20Black_20Box_20Calf_20with_2D_0002_grande.jpg?v=1575953286"",
        
            ""offers"": {
                ""@type"" : ""Offer"",
                ""priceCurrency"": ""USD"",
                ""price"": ""7835"",
                ""itemCondition"" : ""http://schema.org/UsedCondition"",
                ""availability"" : ""http://schema.org/InStock"",
                ""url"" : ""https://shop.rebag.com/products/handbags-hermes-kelly-handbag-black-box-calf-with-guilloche-palladium-hardware-324966146?variant=31216329654342""
            }}
</script>
",Leather,Palladium Guilloche,"Lock, With Strap",G Square (2003),"Handle Drop 3.5&quot;, Height 9&quot;, Width 12.5&quot;, Depth 5&quot;, Strap Drop 17&quot;",49661/46,HB.HM.KY.BLGO.32 
Garden Party Tote Toile and Leather 30,Hermes,"
            $755
        ",/collections/hermes/products/handbags-hermes-garden-party-tote-toile-and-leather-30495721,Good,". Moderate wear and discoloration on base corners, marks on exterior, stains in interior, scratches on hardware.",Brown,"Canvas (Plain), Leather",Palladium,No Accessories,I Square (2005),"Handle Drop 4&quot;, Height 8&quot;, Width 12.5&quot;, Depth 5&quot;",49572/1,HB.HM.GP.TAL.30 
Birkin Handbag Marron Fonce Ardennes with Gold Hardware 35,Hermes,"
            $4,810
        ",/collections/hermes/products/handbags-hermes-birkin-handbag-brown-ardennes-with-gold-hardware-354974334,Fair,". Heavy loss of shape on exterior, minor wear on base corners, moderate darkening and wear on handles. Scuffs in interior, scratches on hardware.",Brown,Leather,Gold,"Keys, Lock, Clochette",B Square (1998),"Handle Drop 4&quot;, Height 10.5&quot;, Width 13.5&quot;, Depth 7&quot;",49743/34,HB.HM.BIK.BAGH.35 
Pursangle Handbag Leather 31,Hermes,"
            $2,430
        ",/collections/hermes/products/handbags-hermes-pursangle-handbag-leather-31502276,Great,". Minor wear and darkening on base corners, creasing on exterior, light wear in interior, scratches on hardware.",Brown,Leather,Palladium,No Accessories,M Square (2009),"Handle Drop 4&quot;, Height 11&quot;, Width 12&quot;, Depth 6&quot;",50227/6,HB.HM.PURH.LE.31 
Kelly Handbag Noir Box Calf with Gold Hardware 35,Hermes,"
            $4,900
        ",/collections/hermes/products/handbags-hermes-kelly-handbag-black-box-calf-with-gold-hardware-35496512,Great,". Scuffs and minor creasing on exterior, bubbling and scuffs underneath flap, scratches on hardware.","Noir (Black) Interior Material: Leather Interior Color: Noir (Black) Hardware Color: Gold Brand Code: Y Circle (1995) Clair Code: HB.HM.KY.BBXGH.35 Item Number: 49651/2"",
        ""image"": ""https://cdn.shopify.com/s/files/1/0384/0161/products/49651-2_20Hermes_20Kelly_20Handbag_20Black_20Box_20Calf_20with_20G_2D_0002_grande.jpg?v=1575953287"",
        
            ""offers"": {
                ""@type"" : ""Offer"",
                ""priceCurrency"": ""USD"",
                ""price"": ""4900"",
                ""itemCondition"" : ""http://schema.org/UsedCondition"",
                ""availability"" : ""http://schema.org/InStock"",
                ""url"" : ""https://shop.rebag.com/products/handbags-hermes-kelly-handbag-black-box-calf-with-gold-hardware-35496512?variant=31216334569542""
            }}
</script>
",Leather,Gold,"Keys, Clochette, With Strap",Y Circle (1995),"Handle Drop 4&quot;, Height 9&quot;, Width 13&quot;, Depth 5&quot;, Strap Drop 17&quot;",49651/2,HB.HM.KY.BBXGH.35 
Birkin Handbag Tressage Red Swift and Palladium Hardware 35,Hermes,"
            $11,025
        ",/collections/hermes/products/handbags-hermes-birkin-handbag-tressage-red-swift-and-palladium-hardware-35495771,Excellent,". Faint scuffs on exterior and in interior, minor wear on base corners, scratches on hardware.",Red,Leather,Palladium,"Keys, Lock, Rain Coat, Clochette",D (2019),"Handle Drop 5&quot;, Height 11&quot;, Width 14&quot;, Depth 7&quot;",49577/1,HB.HM.BIK.TRSM.35 
Birkin Handbag Moutarde Clemence with Palladium Hardware 35,Hermes,"
            $6,060
        ",/collections/hermes/products/handbags-hermes-birkin-handbag-yellow-clemence-with-palladium-hardware-35494782,Good,". Wear and darkening on base corners, moderate creasing on exterior, light wear in interior, scratches on hardware.",Yellow,Leather,Palladium,"Keys, Lock, Clochette",P Square (2012),"Handle Drop 4&quot;, Height 10.5&quot;, Width 14&quot;, Depth 7&quot;",49478/2,HB.HM.BIK.YCPH.35 
Birkin Handbag Noir Ardennes with Gold Hardware 35,Hermes,"
            $6,910
        ",/collections/hermes/products/handbags-hermes-birkin-handbag-black-ardennes-with-gold-hardware-3549557114,Very good,". Moderate wear on base corners, loss of shape on exterior, minor cracking on handle wax edges. Indentations and scuffs in interior, scratches on hardware.","Noir (Black) Interior Material: Leather Interior Color: Noir (Black) Hardware Color: Gold Brand Code: G Square (2003) Clair Code: HB.HM.BIK.BLAGH.35 Item Number: 49557/114"",
        ""image"": ""https://cdn.shopify.com/s/files/1/0384/0161/products/49557-114_20Hermes_20Birkin_20Handbag_20Black_20Ardennes_20wit_2D_0002_grande.jpg?v=1575953290"",
        
            ""offers"": {
                ""@type"" : ""Offer"",
                ""priceCurrency"": ""USD"",
                ""price"": ""6910"",
                ""itemCondition"" : ""http://schema.org/UsedCondition"",
                ""availability"" : ""http://schema.org/InStock"",
                ""url"" : ""https://shop.rebag.com/products/handbags-hermes-birkin-handbag-black-ardennes-with-gold-hardware-3549557114?variant=31216352002118""
            }}
</script>
",Leather,Gold,"Keys, Lock, Clochette",G Square (2003),"Handle Drop 3.5&quot;, Height 9.5&quot;, Width 13.5&quot;, Depth 7.5&quot;",49557/114,HB.HM.BIK.BLAGH.35 
Birkin Handbag Tressage Rouge de Coeur Swift Swift and Palladium Hardware 30,Hermes,"
            $12,125
        ",/collections/hermes/products/handbags-hermes-birkin-handbag-tressage-red-swift-and-palladium-hardware-30487911,Excellent,". Light wear on exterior and in interior, scratches on hardware.",Red,Leather,Palladium,"Keys, Lock, Box, Clochette",D (2019),"Handle Drop 6&quot;, Height 9&quot;, Width 12&quot;, Depth 6&quot;",48791/1,HB.HM.BIK.TRSM.30 
Turnlock Saddle Bag Box Calf Medium,Hermes,"
            $1,040
        ",/collections/hermes/products/handbags-hermes-turnlock-saddle-bag-box-calf-medium499122,Fair,". Light scuffs and wear on exterior and underneath flap, moderate discoloration and indentations in interior, scratches on hardware.",Blue,Leather,Gold,No Accessories,E Circle (1975),"Height 6.5&quot;, Width 9&quot;, Depth 2&quot;, Strap Drop 18.5&quot;",49912/2,HB.HM.TRSA.BOXC.ME 
