prname,page2,price,authnumber,sizeInch,color_material,accessories,outside_condition,inside_condition,other,smell,product_nr
HERMES KELLY 32 SELLIER 2way Hand Bag Dark Brown Box Calf,/collections/hermes/products/ao17686,"798,000",Square E: Production in 2001,"W 12.6 x H 9.1 x D 4.7 ""

Handle Drop. 3.5 ""

Strap Drop. 15.7 ""","Dark Brown
/
Box Calf","Cover of Keys, Keys*2, Padlock, Shoulder Strap, Rain Cover, Dust Bag*2, Box","Good condition

There are scratches.",There is minor sign of used overall.,-,-,AO17686
HERMES Shoulder Bag Bordeaux Crocodile,/collections/hermes/products/ao17332,"298,000",Circle : Unclear due to deterioration.,"W 8.3 x H 7.3 x D 2.8 ""

Strap Drop. 14.2 ""","Bordeaux
/
Crocodile Leather",-,There is sign of use overall.,There is sign of use overall.,-,-,AO17332
HERMES 1980's Shoulder Bag Black Crocodile,/collections/hermes/products/ao17331,"980,000",Circle : J ;Production in 1980,"W 8.3 x H 5.5 x D 2.8 ""

Strap Drop. 8.3 or 15.0 ""","Black
/
Crocodile Leather",-,There is sign of use overall.,There is sign of use overall.,-,Smell of preservative.,AO17331
HERMES Aline PM Shoulder Bag Ivory,/collections/hermes/products/ao17039,"98,000",-,"W 8.5 "" x H 11.4 "" x D 0.4 ""

Strap Drop. 13.0 ""","Ivory, Blue
/
100% Cotton, Leather",-,There is sign of use overall.,There is minor sign of used overall.,-,-,AO17039
HERMES Acapulco Bum Bag Black,/collections/hermes/products/ao17037,"69,800",-,"W 8.7 x H 5.5 x D 1.2 ""

Belt Size. 33.5 - 50.0 ""","Black
/
45% Cotton, 55% Polyamide, Leather",-,There is minor sign of used overall.,There is minor sign of used overall.,-,-,AO17037
HERMES BOLIDE 35 2way Hand Bag Brown Ostrich,/collections/hermes/products/ao16721,"598,000",Circle: V ; Production in 1992,"W 13.8 × H 10.2 × D 5.5 ""

Handle Drop. 3.9 ""

Strap Drop. 14.6 ""","Brown
/
Ostrich Leather","Cover of Key, Keys*2, Padlock, Shoulder Strap",There is sign of use overall.,There is sign of use overall.,-,Smell of cigarettes.,AO16721
HERMES PIANO Hand Bag Camel Ostrich,/collections/hermes/products/ao16719,"598,000",Circle: Z ; Production in 1996,"W 10.0 x H 6.4 x D 2.8 ""

Handle Drop. 4.7 ""","Camel
/
Ostrich Leather","Dust Bag, Mirror, Box",Excellent condition,"There is sign of use overall.

There are many scratches.",-,-,AO16719
HERMES KELLY SPORT MM Shoulder Bag Bi-Color Veau Greine Couchevel,/collections/hermes/products/ao16714,"980,000",Circle : X ;Production in 1994,"W 9.4 x H 11.4 x D 4.3 ""

Strap Drop. 14.6 - 15.7 ""","Navy, Yellow
/
Veau Greine Couchevel",Dust Bag,There is minor sign of used overall.,There is minor sign of used overall.,-,Little smell of perfume.,AO16714
HERMES HAUT A COURROIES 32 Hand Bag Black Vachette Grainee Ardennes,/collections/hermes/products/ao16712,"698,000",Circle : Y ; Production in 1995,"W 12.6 "" x H 10.6 "" x D 6.3 ""

Handle Drop. 3.1 ""","Black
/
Vachette Grainee Ardennes","Cover of Key, Keys*2, Padlock, Dust Bag",There is minor sign of used overall.,There is minor sign of used overall.,-,-,AO16712
HERMES BIRKIN 40 Hand Bag Red Traurillon Clemence,/collections/hermes/products/ao16639,"698,000", Square : G ; Production in 2003," W 15.7 x H 11.8 x D 7.5 ""  Handle Drop. 3.5 """, Red / Traurillon Clemence," Cover of Key(Strap: minor peeled), Keys*2(minor stiff), Padlock, Dust Bag, Rain Cover, Manual", There is sign of use overall., There is sign of use overall., -, -, AO16639
HERMES KELLY 28 RETOURNE 2way Hand Bag Bi-Color Navy Red Box Calf,/collections/hermes/products/ao16634,"980,000",Circle: X ; Production in 1994,"W 10.8 x H 8.3 x D 3.9 ""

Handle Drop. 3.5 ""

Strap Drop. 17.3 ""","Navy, Red
/
Box Calf","Cover of Key, Keys*2, Padlock, Dust Bag, Shoulder Strap",There is sign of use overall.,There is sign of use overall.,-,-,AO16634
HERMES ALINE GM Shoulder Bag Brown,/collections/hermes/products/ao16632,"248,000",Square: G ; Production in 2003,"W 13.8 x H 16.9 x D 0.4 ""

Strap Drop. 13.0 ""","Brown
/
Leather",-,"There is sign of use overall.

There is many scratches and dirt.",There is sign of use overall.,-,-,AO16632
HERMES ISABEL Backpack Bag Green Veau Greine Couchevel,/collections/hermes/products/ao16480,"598,000", Circle ; Unclear due to deterioration.," W 11.0 x H 15.0 x D 6.3 ""  Strap total length. 18.1 - 30.7 """, Green / Veau Greine Couchevel, -, There is minor sign of use overall., There is minor sign of use overall., -, -, AO16480
HERMES Aline PM Shoulder Bag Ivory,/collections/hermes/products/ao16472,"128,000",-,"W 8.5 "" x H 11.4 "" x D 0.4 ""

Strap Drop. 13.0 ""","Ivory, Red
/
100% Cotton, Leather",-,There is minor sign of used overall.,There is minor sign of used overall.,-,-,AO16472
HERMES BIRKIN 35 Hand Bag Rouge H Veau Crispe Togo,/collections/hermes/products/ao16139,"798,000",Square: D ;Production in 2000,"W 13.8 "" x H 10.2 "" x D 7.1 ""

Handle Drop. 3.9 ""","Rouge H
/
Veau Crispe Togo","Cover of Key, Key*1, Padlock, Dust Bag",There is sign of used overall.,"There is sign of used overall.

Pocket: stain.",-,-,AO16139
HERMES RING 2 Shoulder Bag Black Crocodile,/collections/hermes/products/ao16135,"598,000",Circle : Unclear due to deterioration.,"W 7.5 x H 5.1 x D 6.3 ""

Strap Drop. 18.5 ""","Black
/
Crocodile Leather","Dust Bag, Box",There is sign of use overall.,There is sign of use overall.,-,-,AO16135
HERMES Clutch Hand Bag Black Gold Box Calf,/collections/hermes/products/ao16131,"168,000",Circle: S ; Production in 1989,"W 10.0 × H 6.5 × D 2.2 ""","Black, Gold
/
Box Calf",Dust Bag,There is sign of used overall.,"There is sign of used overall.

Flap: minor discoloration and minor pen mark.",-,-,AO16131
HERMES BOLIDE RELAX 45 Travel Hand Bag Brown Traurillon Clemence,/collections/hermes/products/ao16015,"628,000",T ;Production in 2015,"W 17.7 x H 13.8 x D 9.8 ""

Handle Drop. 5.1 ""","Brown
/
Traurillon Clemence","Cover of Key, Keys*2, Padlock, Dust Bag",Good condition,There is minor sign of used overall.,-,-,AO16015
HERMES BIRKIN 35 Hand Bag Bordeaux Veau Greine Couchevel,/collections/hermes/products/ao16011,"898,000",Square: B ;Production in 1998,"W 13.8 "" x H 10.2 "" x D 7.1 ""

Handle Drop. 3.9 ""","Bordeaux
/
Veau Greine Couchevel","Cover of Key, Keys*2, Padlock, Rain Cover, Dust Bag, Box",There is minor sign of used overall.,There is sign of used overall.,-,-,AO16011
HERMES BIRKIN 35 Hand Bag Green Traurillon Clemence,/collections/hermes/products/ao16010,"980,000",Square: P ; Production in 2012,"W 13.8 x H 9.8 x D 7.1 ""

Handle Drop. 3.9 ""","Green
/
Traurillon Clemence","Cover of Key, Keys*2, Padlock, Dust Bag",There is minor sign of used overall.,There is minor sign of used overall.,-,-,AO16010
HERMES Trousse Victoria GM Cosmetic Pouch Beige Brown Toile Mosaic,/collections/hermes/products/ao16007,"98,000",Square: L ; Production in 2008,"W 9.4 x H 6.3 x D 4.3 ""","Beige, Brown
/
Toile Mosaic, Buffle Skipper",Dust Bag,There is sign of use overall.,There is minor sign of used overall.,-,-,AO16007
HERMES HERBAG ADO PM 2 in 1 Backpack Hand Bag Black Toile Officier,/collections/hermes/products/ao15997,"198,000", Square: D ; Production in 2000," W 11.0 x H 9.4 or 13.0 x D 4.3 ""  Handle Drop. 2.8 ""  Strap total length. 28.3 """," Black / Toile Officier, Leather"," Cover of Key, Keys*2, Padlock, Stopper, Manual, Spare Bag, Dust Bag", There is sign of use overall.  Leather part: scratches and discoloration., There is sign of use overall., -, -, AO15997
HERMES BOLIDE RELAX 35 Hand Bag Pink Veau Swift,/collections/hermes/products/ao15960,"328,000",Square: O ;Production in 2011,"W 14.2 "" x H 10.2 "" x D 5.9 ""

Handle Drop. 3.5 ""","Pink
/
Veau Swift","Cover of Key, Keys*2, Padlock",There is minor sign of used overall.,There is minor sign of used overall.,-,-,AO15960
HERMES BOLIDE 31 2way Hand Bag Red Veau Crispe Togo,/collections/hermes/products/ao15959,"498,000",Square M ; Production in 2009,"W 12.6 x H 9.4 x D 4.7 ""

Handle Drop. 3.5 ""

Strap Drop. 16.5 ""","Red
/
Veau Crispe Togo","Cover of Key, Keys*2, Padlock, Dust Bag, Shoulder Strap, Rain Cover, Manual",There is minor sign of used overall.,There is sign of used overall.,-,-,AO15959
HERMES BOLIDE 31 2way Hand Bag Bi-Color Veau Greine Couchevel,/collections/hermes/products/ao15958,"428,000",Circle: Y ; Production in 1995,"W 12.6 x H 9.4 x D 4.7 ""

Handle Drop. 3.5 ""

Strap Drop. 16.5 ""","Navy, Green
/
Veau Greine Couchevel","Cover of Key, Keys*2, Padlock, Dust Bag, Shoulder Strap, Box",There is minor sign of used overall.,There is sign of used overall.,-,-,AO15958
HERMES POCHETTE RIO Clutch Hand Bag Black Box Calf,/collections/hermes/products/ao15957,"79,800",Square: A ;Production in 1997,"W 9.4 "" x H 6.5 "" x D 0.6 ""","Black
/
Blx Calf",Dust Bag,There is sign of used overall.,"There is sign of used overall.

There is scratches and mold stain.",-,Smell of mold.,AO15957
HERMES DEAUVILLE MM Hand Tote Bag Beige Dark Brown Toile H,/collections/hermes/products/ao15956,"128,000",Square G ; Production in 2003,"W 16.9 x H 12.2 x D 4.3 ""

Handle Drop. 3.5 ""","Beige, Dark Brown
/
Toile H, Leather",Dust Bag,"There is sign of used overall.

Handle: loose shape and side has minor crack.",There is sign of used overall.,-,-,AO15956
HERMES SAC A DEPECHES 41 Briefcase Hand Bag Black Ardennes,/collections/hermes/products/ao15954,"398,000",Square: L ;Production in 2008,"W 16.1 x H 11.8 x D 3.9 ""

Handle Drop. 1.2 ""","Black
/
Vachette Grainee Des Ardennes","Keys*2, Cover of Key, Dust Bag",There is sign of use overall.,There is sign of use overall.,-,-,AO15954
HERMES Garden Party TPM Mini Hand Bag Orange Vacette Crispee Fjord,/collections/hermes/products/ao15948,"298,000",Square : Q ; Production in 2013,"W 11.8 x H 8.3 x D 5.5 ""

Handle Drop. 4.3 ""","Orange
/
Vacette Crispee Fjord","Dust Bag, Box","Good condition

Corner: minor scuff.",Good condition,-,-,AO15948
HERMES HERBAG Ado PM 2 in 1 Backpack Hand Bag Black Toile Officier,/collections/hermes/products/ao15945,"168,000", Square ; O ; Production in 2011," W 11.0 × H 13.8 or 9.4 × D 4.3 ""  Handle Drop. 2.4 ""  Strap total length. 29.1 ""(Longest)"," Black / Toile Officier, Leather"," Spare Bag, Cover of Key, Keys*2, Padlock, Stopper, Dust Bag, Box", There is sign of used overall.  Leather part: scratches and discoloration., There is sign of used overall., -, Little smell of perfume., AO15945
HERMES EVELYNE PM Shoulder Bag Dark Brown,/collections/hermes/products/ao15939,"198,000",Square: P ;Production in 2012,"W 11.0 x H 10.6 x D 3.0 ""

Strap Drop. 19.7 ""","Dark Brown
/
Canvas, Taurillon Clamence",-,"There is sign of use overall.

Metal fittings: scratches and peeled.",There is minor sign of used overall.,-,-,AO15939
HERMES EVELYNE 3 PM Shoulder Bag Purple Veau Crispe Togo,/collections/hermes/products/ao15937,"368,000",Square : P ; Production in 2012,"W 11.0 x H 10.6 x D 2.8 ""

Strap Drop. 18.9 - 27.6 ""","Purple, Navy
/
Veau Crispe Togo","Dust Bag, Box","Good condition

Metal fittings: scratches and peeled.",There is minor sign of use overall.,-,-,AO15937
HERMES EVELYNE 3 GM Cross Body Shoulder Bag,/collections/hermes/products/ao15863,"328,000",Square : O ; Production in 2011,"W 12.6 "" x H 12.2 "" x D 3.5 ""

Strap Drop. 19.3 - 28.3 ""","Brown
/
Traurillon Clemence",Dust Bag,Metal fittings: scratches and minor peeled.(Strap roots),There is minor sign of used overall.,-,-,AO15863
HERMES KELLY 32 SELLIER 2way Hand Bag black,/collections/hermes/products/ao15805,"980,000",Square: E ;Production in 2001,"W 12.6 x H 9.4 x D 4.3 ""

Handle Drop. 3.5 ""

Strap Drop. 17.3 ""","Black
/
Vachette Grainee Ardennes","Cover of Key, Keys*2, Padlock, Dust Bag, Shoulder Strap, Box",There is sign of used overall.,There is sign of used overall.,-,-,AO15805
HERMES BOLIDE 31 2way Hand Bag Parchemin Blue Jean Box Calf,/collections/hermes/products/ao15619,"498,000",Square: M ; Production in 2009,"W 12.2 x H 9.4 x D 4.7 ""

Handle Drop. 3.9 ""

Strap Drop. 16.5 ""","Parchemin, Blue Jean
/
Box Calf","Cover of Keys, Keys*2, Padlock,Dust Bag, Shoulder Strap, Box","Good condition

There is minor scuff.",There is minor sign of use overall.,-,-,AO15619
HERMES POCHETTE GREEN Bum Bag Waist Pouch Blue Veau Greine Couchevel,/collections/hermes/products/ao15618,"98,000",Square: A ;Production in 1997,"W 5.5 x H 4.3 x D 1.4 ""

Strap Total length. 39.4 ""","Blue
/
Veau Greine Couchevel",Box,"There is sign of use overall.

Pouch: Side has shapeless.

The Belt has lose shape.",There is minor sign of use overall.,-,-,AO15618
HERMES JIGE PM H Logos Clutch Bag Black Taurillon Clamence,/collections/hermes/products/ao15617,"298,000",couldn't read.,"W 11.4 x H 7.5 x D 1.0 ""","Black
/
Taurillon Clamence","Dust Bag, Box",Good condition,Good condition,-,-,AO15617
HERMES KELLY SPORT GM Shoulder Bag Black Veau Gulliver,/collections/hermes/products/ao15616,"698,000",Circle: Q ;Production in 1987,"W 11.4 x H 12.2 x D 4.7 ""

Strap Drop. 14.2 - 15.7 ""","Black
/
Veau Gulliver",Dust Bag,"There is sign of used overall.

The shoulder strap has lose shape.","There is sign of used overall.

There are many scratches and mold stains.",-,-,AO15616
HERMES KELLY 32 SELLIER 2way Hand Bag Brown Veau Greine Couchevel,/collections/hermes/products/ao15615,"980,000",Square: D ; Production in 2000,"W 12.6 x H 9.1 x D 4.7 ""

Handle Drop. 3.5 ""

Strap Drop. 15.7 ""","Brown
/
Veau Greine Couchevel","Cover of Keys, Keys*2, Padlock, Shoulder Strap, Rain Cover, Dust Bag, Box","Good condition

There is minor scuff.

Metal fittings: scuff and minor discoloration.","Good condition

There is minor scuff.",-,-,AO15615
HERMES ESCAPADA Hand Bag Orange Brown Vibrato Box Calf,/collections/hermes/products/ao15613,"168,000",Square: G ;Production in 2003,"W 12.2 x H 9.8 x D 3.5 ""

Handle Drop. 5.3 ""","Orange, Brown, etc.
/
Vibrato, Box Calf",Dust Bag,There is sign of used overall.,There is sign of used overall.,-,-,AO15613
HERMES HAUT A COURROIES 45 Hand Bag Black Ardennes,/collections/hermes/products/ao15546,"798,000",Square : A ; Production in 1997,"W 17.7 x H 15.0 x D 9.8 ""

Handle Drop. 3.9 ""","Black
/
Vachette Grainee Des Ardennes","Mini Dust Bag, Keys*2, Cover of Keys, Padlock","There is scuff and dirt.

Shape:There is a dent.",There is sign of use overall.,-,-,AO15546
HERMES BOLIDE 31 2way Hand Bag Red Veau Greine Couchevel,/collections/hermes/products/ao15492,"298,000",Square : F ; Production in 2002,"W 12.2 x H 9.4 x D 4.7 ""

Handle Drop. 3.9 ""

Strap Drop. 16.9 ""","Red
/
Veau Greine Couchevel","Cover of Key, Keys*2(Discoloration), Padlock, Rain Cover(Cover has stickiness.), Shoulder Strap, Dust Bag, Box",There is sign of used overall.,There is sign of used overall.,-,-,AO15492
HERMES Sac Amvi Travel Hand Bag Red Traurillon Clemence,/collections/hermes/products/ao15486,"168,000",Circle: W ; Production in 1993,"W 18.9 x H 10.6 x D 8.3 ""

Handle Drop. 3.5 ""","Red
/
Traurillon Clemence","Cover of Key, Keys*2, Dust Bag","There is sign of used overall.
Metal fittings: scratches and discoloration.","There is sign of used overall.
There is stain.",-,-,AO15486
HERMES EVELYNE PM Shoulder Bag Brown Veau Crispe Togo,/collections/hermes/products/ao15481,"248,000",Square: L ;Production in 2008,"W 11.0 x H 11.0 x D 3.0 ""

Strap Drop. 19.7 ""","Brown
/
Veau Crispe Togo","Dust Bag, Box","There is sign of use overall.

Strap roots: minor frayed.",There is sign of use overall.,-,-,AO15481
HERMES HERBAG MM 2 in 1 2way Hand Bag Black Toile Officier,/collections/hermes/products/ao15477,"108,000", Square: G ;Production in 2003," W 15.0 "" x H 13.0 or 15.7 "" x D 5.5 ""  Handle Drop. 2.0 ""  Strap Drop. 18.1 """," Black / Toile Officier, Leather"," Spare Bag, Dust Bag", There is sign of used overall. Toile officier: scuff and dirt. Leather part and metal fittings: scratches. Strap and belt: discoloration and scuff., There is sign of used overall. There is scuff and dirt. Stopper: missing., -, -, AO15477
HERMES 2way Hand Bag Camel Ostrich,/collections/hermes/products/ao15424,"698,000",Square: B ; Production in 1998,"W 9.6 x H 7.5 x D 2.4 ""

Handle Drop. 3.1 ""

Strap Drop. 17.7 ""","Camel
/
Ostrich Leather","Shoulder Strap, Dust Bag",There is sign of use overall.,There is sign of use overall.,-,-,AO15424
HERMES Comet Clutch Hand Bag Dark Navy Box Calf,/collections/hermes/products/ao15420,"98,000",Square: Unclear due to deterioration.,"W 9.4 x H 6.5 x D 0.6 ""","Dark Navy
/
Box Calf",-,There is sign of use overall.,"There is sign of use overall.

Side has minor crack.",-,-,AO15420
HERMES MARKET PM Drawstring Shoulder Bag Black Beige Toile H,/collections/hermes/products/ao15280,"128,000", Unclear due to deterioration.," W 10.6 x H 10.6 x D 6.3 ""  Strap Drop. 8.3 - 15.7 """," Black, Beige / Toile H, Clemance Leather", Dust Bag, There is sign of use overall., There is sign of use overall., -, -, AO15280
HERMES BOLIDE 35 2way Hand Bag Brown Porc,/collections/hermes/products/ao15279,"328,000",Unclear due to deterioration.,"W 13.8 × H 10.2 × D 5.5 ""

Handle Drop. 3.9 ""

Shoulder Drop. 16.5 ""","Brown
/
Porc","Shoulder Strap, Cover of Key, Keys*2, Padlock, Dust Bag, Box",There is minor sign of used overall.,There is sign of used overall.,-,-,AO15279
HERMES BIRKIN 35 Hand Bag Black Vachette Grainee Des Ardennes,/collections/hermes/products/ao15277,"798,000",Circle: Y ; Production in 1995,"W 13.4 x H 10.2 x D 7.1 ""

Handle Drop. 3.9 ""","Black
/
Vachette Grainee Des Ardennes","Cover of Key, Keys*2, Padlock",There is sign of use overall.,"There is sign of use overall.

Zipper pocket: stain.",-,-,AO15277
HERMES EVELYNE PM Shoulder Bag Red Veau Crispe Togo,/collections/hermes/products/ao15274,"248,000",Square: J ; Production in 2006,"W 11.0 x H 11.0 x D 3.0 ""

Strap Drop. 19.7 ""","Red
/
Veau Crispe Togo",Dust Bag,"Good condition

Corner has minor dirt.",There is minor sign of use overall.,-,-,AO15274
HERMES BIRKIN 35 Hand Bag Dark Brown Veau Crispe Togo,/collections/hermes/products/ao15238,"898,000",Square: I ; Production in 2005,"W 13.4 x H 10.2 x D 7.1 ""

Handle Drop. 3.9 ""","Dark Brown
/
Veau Crispe Togo","Cover of Keys, Keys*2, Padlock, Dust Bag","Good condition

There is minor scuff.",There is minor sign of use overall.,-,-,AO15238
HERMES Sac A Depeche 38 Business Hand Bag Black Veau Epsom,/collections/hermes/products/ao15229,"248,000",Square: J ; Production in 2006,"W 15.0 x H 11.4 x D 3.9 ""

Handle Drop. 2.0 ""","Black
/
Veau Epsom","Cover of Key, Keys*2","There is sign of use overall.

There are many scratches.",There is sign of use overall.,-,-,AO15229
HERMES EVELYNE GM Shoulder Bag Black Veau Crispe Togo,/collections/hermes/products/ao15224,"268,000",Square: F ; Production in 2002,"W 12.6 "" x H 11.0 "" x D 3.5 ""

Strap Drop. 17.3 ""","Black
/
Veau Crispe Togo","Dust Bag, Box",There is minor sign of used overall.,There is sign of used overall.,-,-,AO15224
HERMES BOLIDE 35 2way Hand Bag Bi-Color Red Brown Couchevel,/collections/hermes/products/ao14690,"368,000",Circle : W ;Production in 1993,"W 13.8 × H 10.2 × D 5.5 ""
Handle Drop. 3.9 "" 
Shoulder Drop. 16.5 ""","Red, Brown
 / Veau Greine Couchevel","Shoulder Strap, Cover of Key, Keys*2, Padlock, Dust Bag",There is sign of used overall.,There is sign of used overall.,-,-,AO14690
HERMES KELLY 32 SELLIER 2way Hand Bag Brown Porc,/collections/hermes/products/ao14684,"698,000",Circle : W ;Production in 1993,"W 12.6 x H 9.4 x D 4.3 ""
Handle Drop. 3.5 ""
Strap Drop. 17.3 ""","Brown
 / Porc","Cover of Key, Keys*2, Padlock(scratches and rust),
 Dust Bag, Shoulder Strap, Box",There is sign of used overall.,There is sign of used overall.,-,-,AO14684
HERMES KELLY 28 SELLIER 2way Hand Bag Tri-Color Box Calf,/collections/hermes/products/ao14659,"980,000",Circle: W ;Production in 1993,"W 11.4  "" x H 8.3  "" x D 4.3  "" 
Handle Drop. 3.5  ""
Strap Drop. 17.3  ""","Red, Bordeaux, Navy
 / Box Calf","Cover of Key, Keys*2, Padlock, Shoulder Strap, Dust Bag",There is sign of used overall.,There is sign of used overall.,-,-,AO14659
HERMES PLUME 32 Hand Bag Tri-Color Veau Swift,/collections/hermes/products/ao14658,"428,000",Square: R ; Production in 2014,"W 12.2 x H 9.1 x D 4.3 ""
Handle Drop. 7.1 ""","Ivory, Brown, Blue
 / Veau Swift","Manual, Rain Cover, Dust Bag",There is minor sign of use overall.,There is minor pen mark.,-,Little smell of perfume.,AO14658
HERMES EVELYNE 3 PM Shoulder Bag Blue Togo,/collections/hermes/products/ao14585,"348,000",Square : O ; Production in 2011,"W 11.0  x H 10.6  x D 2.8  "" 
Strap Drop. 18.9 - 27.6  ""","Blue 
 / Veau Crispe Togo","Dust Bag, Box","Though there is a little feeling of used, good condition.","Though there is a little feeling of used, good condition.",-,-,AO14585
HERMES BOLIDE 1923 Hand Bag Blue Togo,/collections/hermes/products/ao14556,"268,000",Square : I ; Production in 2005,"W 11.8 x H 9.4 x D 4.7 "" 
Handle Drop. 3.1 ""","Light Blue
 / Veau Crispe Togo","Cover of Key, Keys*2, Padlock, Dust Bag","There is sign of used overall.
The outside surface has suntanned.",There is sign of used overall.,-,Smell of mold.,AO14556
HERMES EVELYNE PM Shoulder Bag Light Blue Togo,/collections/hermes/products/ao14551,"228,000",Square: N ; Production in 2010,"W 11.0 x H 11.0 x D 3.0 ""
Strap Drop. 19.7 ""","Light Blue
 / Veau Crispe Togo","Dust Bag, Box",There is minor sign of use overall.,"There is sign of use overall.
There is suntanned, scuff and stain.",-,-,AO14551
HERMES CADENA KELLY Shoulder Bag Brown Couchevel,/collections/hermes/products/ao14543,"298,000","Circle: Z, produced in 1996","W 11.0  x H 11.0  x D 4.9  "" 
Strap Drop. 11.8  ""","Brown
 / Veau Greine Couchevel",Dust Bag,There is sign of use overall.,There is minor sign of use overall.,-,-,AO14543
HERMES KELLY 32 RETOURNE 2way Hand Bag Brown Couchevel,/collections/hermes/products/ao14524,"698,000",Circle: Y; Production in 1995,"W 12.6 x H 9.4 x D 4.3 ""
Handle Drop. 3.5 ""
Strap Drop. 17.3 ""","Light Brown
 / Veau Greine Couchevel","Cover of Key, Keys*2(One key has stiff.), 
Padlock, Shoulder Strap, Rain Cover, Dust Bag",There is sign of used overall.,There is minor sign of use overall.,-,-,AO14524
HERMES EVELYNE PM Shoulder Bag Dark Brown Fjord,/collections/hermes/products/ao14503,"228,000",Square: M ;Production in 2009,"W 11.0 x H 11.0 x D 3.0 ""
Strap Drop. 19.7 ""","Dark Brown
 / Vacette Crispee Fjord","Manual, Dust Bag",Good condition.,"Though there is a little feeling of used, good condition.",-,-,AO14503
HERMES SAC TODO MOKO Shoulder Bag Dark Brown,/collections/hermes/products/ao13966,"79,800",couldn't found.,"W 7.5 x H 8.7 x D 1.0 ""
Strap Drop. 23.6 ""","Dark Brown
 / Suede, Fur",Box,There is minor sign of use overall.,There is minor sign of use overall.,-,-,AO13966
HERMES BIRKIN 35 Hand Bag Tosca Veau Crispe Togo,/collections/hermes/products/ao13919,"898,000", Square: O ;Production in 2011," W 13.8 x H 10.2 x D 7.1 ""  Handle Drop. 3.9 """, Tosca / Veau Crispe Togo," Cover of Key, Keys*2, Padlock, Dust Bag, Rain Cover"," Though there is a little feeling of used, good condition. Shape:There is a dent.", There is sign of use overall., -, -, AO13919
HERMES HERBAG ADO PM 2 in 1 Backpack Bag Canvas,/collections/hermes/products/ao13882,"328,000", Square: H ;Production in 2004," W 11.2 x H 9.4 or 13.8 x D 4.3 "" Handle Drop. 2.0  Strap total length. 28.3 """," Brown, Bordeaux / Canvas, Leather"," Spare Bag, Padlock, Cover of Key, Key*2, Stopper, Dust Bag, Box, Manual"," Though there is a little feeling of used, good condition. Leather part: minor scuff.", There is sign of use overall., -, -, AO13882
HERMES Aline PM Shoulder Bag Ivory Blue,/collections/hermes/products/ao13834,"108,000",-,"W 8.5 "" x H 11.4 "" x D 0.4 "" 
Strap Drop. 13.0 ""","Ivory, Blue
 / 100% Cotton, Leather",-,"There is sign of used overall.
There is mior stain.","Though there is a little feeling of used, good condition.",-,Smell of perfume.,AO13834
HERMES Pochette Green Waist Bum Bag Rouge Vachette Grainee Ardenne,/collections/hermes/products/ao13816,"128,000", Square: G ;Production in 2003," W 5.5 x H 4.3 x D 1.4 "" Strap Total length. 39.4 """, Red / Vachette Grainee Ardenne," Dust Bag, Box"," Though there is a little feeling of used, good condition."," Though there is a little feeling of used, good condition.", -, -, AO13816
HERMES BOLIDE SHARK 45 Hand Bag Togo Navy,/collections/hermes/products/ao13654,"1,980,000",X ;Production in 2016,"W 17.7 x H 14.0 x D 9.4 ""
Handle Drop. 4.7 ""","Navy
/ Veau Crispe Togo","Cover of Key, Keys*2, Padlock, Dust Bag",Very good condition.,Very good condition.,-,-,AO13654
HERMES KELLY 32 SELLIER Hand Bag Tri-color Box Calf,/collections/hermes/products/ao13648,"698,000",Circle: S ; Production in 1989,"W 13.0 "" x H 9.4 "" x D 4.7 ""
Handle Drop. 3.5 ""","Bordeaux, Dark Green, Navy
/ Box Calf","Cover of Key(Minor peeled), Keys*2, Padlock","There is feeling of used.

There is scratches.

Handle roots has loose.","There is feeling of used.

There is minor scuff and dirt.",-,-,AO13648
HERMES BOLIDE 31 2way Hand Bag Orange Traurillon Clemence,/collections/hermes/products/ao13643,"398,000",X ; Production in 2016,"W 12.4 "" x H 9.4 "" x D 4.7 ""
Handle Drop. 3.9 ""
Strap Drop. 16.5 ""","Orange
/ Traurillon Clemence","Cover of Key, Keys*2, Padlock, Shoulder Strap, Dust Bag","Though there is a little feeling of used, good condition.

Strap roots has scuff and dirt.","Though there is a little feeling of used, good condition.

There is scuff.",-,-,AO13643
HERMES EVELYNE GM Shoulder Bag Black Brown Ardennes,/collections/hermes/products/ao13638,"298,000",Square: D ;Production in 2000,"W 12.6 x H 12.2 x D 3.9 ""
Shoulder Drop. 17.3 ""","Black, Brown
/ Vachette Grainee Des Ardennes, Vache Naturelle",Dust Bag,"Though there is a little feeling of used, good condition.

There is dirt.","Though there is a little feeling of used, good condition.

There is scuff.",-,-,AO13638
HERMES KELLY 32 SELLIER 2way Hand Bag Nilotiques Crocodile Skin Black,/collections/hermes/products/ao13572,"2,680,000",Square: G ; Production in 2003,"W 12.6 x H 8.7 x D 4.7 ""
Handle Drop. 3.5 ""
Strap Drop. 16.5 ""","Black
/ Nilotiques Crocodile Skin","Cover of Keys, Keys*2, Padlock, Rain Cover, Dust Bag, Box(Damaged)","Though there is a little feeling of used, good condition.",There are scratches and dirt.,-,-,AO13572
HERMES MACPHERSON 2way Hand Bag Bi-Color Veau Barenia,/collections/hermes/products/ao13500,"398,000",Square: E ; Production in 2001,"W 13.4 x H 11.8 x D 5.1 ""
Handle Drop. 3.9 ""
Shoulder Drop. 15.0 ""","Black, Brown
/ Veau Barenia","Shoulder Strap, Padlock, Cover of Key, Keys*2, Dust Bag","There is feeling of used.

There is scratches.","Though there is a little feeling of used, good condition.",-,-,AO13500
