prname,page2,price,authnumber,sizeInch,color_material,accessories,outside_condition,inside_condition,other,smell,product_nr
CHANEL Quilted Chain Shoulder Bag Black,/collections/chanel/products/ao19396,348000,1577738,"W 10.2 x H 7.1 x D 2.8 ""

Strap Drop. 19.3 """,Black/ Leather,"Authenticity Seal, Authenticity Card, Pouch",Excellent condition,Excellent condition,-,-,AO19396
CHANEL Quilted Tortoiseshell Classic Flap Jumbo Shoulder Bag Brown,/collections/chanel/products/ao19392,598000,2930428,"W 11.8 x H 8.7 x D 3.1 ""

Strap Drop. 20.1 """,Brown/ Leather,"Authenticity Seal, Authenticity Card, Dust Bag, Manual",Good condition,Good condition,-,-,AO19392
CHANEL Chain Shoulder Cigarette Case Gold,/collections/chanel/products/ao19390,108000,6904795,"W 2.4 x H 3.1 x D 1.2 ""

Strap Drop. 24.8 ""","Gold，Khaki/ Fur, Leather","Authenticity Seal, Authenticity Card, Manual, Box",Excellent condition,"Excellent condition

Scratches",-,-,AO19390
CHANEL Quilted Paris Limited Classic Double Flap Medium Shoulder Bag Black,/collections/chanel/products/ao19338,348000,2763783,"W 9.8 x H 6.3 x D 2.8 ""

Strap Drop.(Single) 16.5 ""

Strap Drop.(Double) 9.4 """,Black/ Leather,"Authenticity Seal, Authenticity Card",Good condition,Good condition,-,-,AO19338
CHANEL Triple CC Shoulder Bag Beige,/collections/chanel/products/ao19337,268000,3172396,"W 10.4 x H 7.9 x D 3.1 ""

Strap Drop. 18.1 """,Beige/ Caviar Skin Leather,"Authenticity Seal, Authenticity Card, Manual, Shop Seal, Dust Bag, Box",Good condition,Good condition,Pocket: There is sign of use overall,-,AO19337
CHANEL Diana Quilted Chain Shoulder Bag Black,/collections/chanel/products/ao19331,598000,3049283,"W 8.7 x H 5.5 x D 2.6 ""

Strap Drop. 19.7 """,Black/ Caviar Skin Leather,Authenticity Seal,Excellent condition,Excellent condition,-,-,AO19331
CHANEL Sports Line Arm Bag Pouch Black,/collections/chanel/products/ao19330,108000,8574769,"W 3.7 x H 4.7 x D 1.6 ""

Belt Size. 14.2 - 18.1 ""","Black，Gray/ Canvas, Nylon, Rubber","Authenticity Seal, Authenticity Card, Manual",Good condition,Good condition,-,-,AO19330
CHANEL Quilted Mini Hand Bag Green,/collections/chanel/products/ao19237,698000,3001326,"W 5.5 x H 4.3 x D 2.0 ""

Handle Drop. 3.1 """,Green/ Tweed，Leather,"Authenticity Card, Authenticity Seal",Excellent condition,Good condition,-,-,AO19237
CHANEL Quilted CC Single Chain Shoulder Bag Navy,/collections/chanel/products/ao19173,168000,905239,"W 5.1 x H 7.1 x D 1.2 ""

Strap Drop. 17.7 ""","Navy
/
Leather",Authenticity Seal,Good condition,Good condition,,-,AO19173
CHANEL DIANA Quilted CC Single Chain Shoulder Bag Black,/collections/chanel/products/ao19172,358000,3261316,"W 9.8 x H 6.3 x D 2.8 ""

Strap Drop. 19.3 ""","Black
/
Leather","Authenticity Card, Authenticity Seal, Box",Good condition,Good condition,,-,AO19172
CHANEL Quilted Classic Flap Jumbo Shoulder Bag Black Caviar,/collections/chanel/products/ao19166,598000,5722970,"W 11.8 x H 8.3 x D 3.5 ""

Strap Drop.(Single) 24.4 ""

Strap Drop.(Double) 13.4 ""","Black
/
Caviar Skin Leather","Authenticity Card, Authenticity Seal, Manual",Good condition,Excellent condition,,-,AO19166
CHANEL Sport Line CC Logos Hand Bag Black,/collections/chanel/products/ao19164,168000,11542352,"W 14.6 x H 8.7 x D 7.5 ""

Handle Drop. 7.5 - 13.4 ""","Black
/
Coating Canvas, Mesh",Authenticity Seal,Good condition,Good condition,,-,AO19164
CHANEL Sports Line CC 2way Messenger Shoulder Bag Black,/collections/chanel/products/ao19162,268000,9258712,"W 12.2 x H 8.7 x D 2.8 ""

Handle Drop. 1.2 ""

Strap Drop. 5.9 - 15.0 ""","Black
/
Wool, Nylon, Leather",Authenticity Seal,Good condition,Good condition,,-,AO19162
CHANEL Quilted Tortoiseshell Classic Flap Jumbo Shoulder Bag Denim,/collections/chanel/products/ao19037,980000,4842748,"W 11.8 x H 8.7 x D 3.1 ""

Strap Drop. 17.7 ""","Indigo
/
Denim, Plastic","Authenticity Card, Authenticity Seal, Shop Seal, Dust Bag",Good condition,Good condition,,-,AO19037
CHANEL Mademoiselle Single Chain Shoulder Bag Black,/collections/chanel/products/ao19034,368000,2410027,"W 8.9 x H 5.5 x D 2.4 ""

Strap Drop. 20.1 ""","Black
/
Linen, Leather","Authenticity Seal, Authenticity Card, Dust Bag, Box",Good condition,Good condition,,-,AO19034
CHANEL Camellia Choco Bar Single Chain Shoulder Bag Black,/collections/chanel/products/ao19033,268000,14311998,"W 7.1 x H 3.9 x D 2.0 ""

Strap Drop. 24.0 ""","Black
/
Leather",Authenticity Seal,Good condition,Good condition,,-,AO19033
CHANEL Mademoiselle Classic Flap Jumbo Shoulder Bag Black Velvet,/collections/chanel/products/ao19032,598000,2922709,"W 12.2 "" x H 8.3 "" x D 3.1 ""

Strap Drop.(Single) 24.0 ""

Strap Drop.(Double) 13.0 ""","Black
/
Velvet","Authenticity Seal, Authenticity Card, Shop Seal",Good condition,Good condition,,-,AO19032
CHANEL Sports Line CC Messenger Shoulder Bag Black,/collections/chanel/products/ao19031,148000,7872339,"W 6.5 x H 9.4 x D 2.8 ""

Strap Drop. 14.6 - 27.6 ""","Black
/
Canvas, Leather","Authenticity Card, Authenticity Seal, Manual",There is sign of use overall.,There is sign of use overall.,,-,AO19031
CHANEL CC Chain Backpack Bag Black,/collections/chanel/products/ao19027,398000,5934807,"W 11.0 x H 11.8 x D 4.3 ""

Strap total length. 29.1 - 31.5 ""","Black
/
Caviar Skin Leather","Authenticity Sea, Authenticity Card, Manual, Dust Bag",Good condition,Good condition,,-,AO19027
CHANEL CC Chain Backpack Bag Black,/collections/chanel/products/ao19026,498000,,"W 12.6 x H 13.4 x D 4.7 ""

Strap total length. 30.7 ""","Black
/
Caviar Skin Leather","Authenticity Seal(Scuff), Pouch",Good condition,Good condition,,-,AO19026
CHANEL CC Logos Cosmetic Vanity Hand Bag Ivory,/collections/chanel/products/ao19023,228000,7945508,"W 5.9 x H 7.1 x D 5.1 ""

Handle Drop. 1.2 ""","Ivory
/
Caviar Skin Leather","Authenticity Card, Authenticity Seal, Manual, Dust Bag",There is sign of use overall.,Good condition,,-,AO19023
CHANEL Quilted CC Shoulder Tote Bag Beige Light Blue,/collections/chanel/products/ao19022,89800,5693051,"W 13.4 x H 9.8 x D 3.9 ""

Strap Drop. 9.1 ""","Beige, Light Blue
/
Vinyl",Authenticity Seal,Good condition,Good condition,,-,AO19022
CHANEL WINDOWS CC Hand Tote Bag Black,/collections/chanel/products/ao19021,168000,8184410,"W 12.2 x H 15.0 x D 4.7 ""

Handle Drop. 7.5 ""","Black, White
/
Canvas","Authenticity Card, Authenticity Seal, Manual, Dust Bag",There is sign of use overall.,"There is minor sign of used overall.

There is dirt.",,-,AO19021
CHANEL Duma Quilted CC Chain Drawstring Backpack Bag Light Blue,/collections/chanel/products/ao18973,458000,," W 8.3 x H 8.9 x D 3.9 ""  Strap total length. 26.8 - 28.7 """, Light Blue / Leather," Authenticity Seal(scuff), Dust Bag", There is sign of use overall., Good condition,, -, AO18973
CHANEL Cosmos Line CC Waist Bum Bag Mini Pouch Black,/collections/chanel/products/ao18967,228000,,"W 4.5 x H 2.8 x D 0.6 ""

Belt Size. 26.8 - 30.7 ""","Black
/
Leather",-,Good condition,Good condition,,-,AO18967
CHANEL Quilted CC Logos Clutch Hand Bag Gold,/collections/chanel/products/ao18966,398000,2422396,"W 8.1 x H 4.9 x D 2.0 ""","Gold
/
Leather","Authenticity Seal, Authenticity Card, Dust Bag, Box","Excellent condition

There is scratches.",Excellent condition,,-,AO18966
CHANEL CC Logos Clutch Hand Bag Black,/collections/chanel/products/ao18965,268000,2168663,"W 10.4 x H 4.3 x D 2.0 ""","Black
/
Satin","Authenticity Card, Dust Bag, Box","There is minor sign of used overall.

There is scratches.",Excellent condition,,-,AO18965
CHANEL CC 2way Cosmetic Vanity Hand Bag Yellow,/collections/chanel/products/ao18961,268000,5337095,"W 11.0 x H 7.1 x D 6.3 ""

Handle Drop. 2.0 ""

Strap Drop. 20.5 ""","Yellow
/
Caviar Skin Leather","Authenticity Seal, Authenticity Card, Padlock, Keys*2, Cover of Padlock(Dirt), Shoulder Strap",There is sign of use overall.,There is sign of use overall.,,-,AO18961
CHANEL CC Mini Chain Shoulder Pochette Bordeaux,/collections/chanel/products/ao18958,128000,6904080,"W 2.4 x H 3.1 x D 1.2 ""

Strap Drop. 24.8 ""","Bordeaux
/
Fur, Leather","Authenticity Seal, Manual, Shop Seal, Box",Good condition,Good condition,,-,AO18958
CHANEL Quilted Classic Single  Flap Medium Shoulder Bag Black,/collections/chanel/products/ao18951,348000,8573745,"W 10.0 x H 7.1 x D 2.8 ""

Strap Drop. 15.0 ""","Black
/
Leather","Authenticity Seal, Authenticity Card, Manual, Shop Seal, Dust Bag, Box",Excellent condition,Excellent condition,,-,AO18951
CHANEL Quilted CC Double Chain Shoulder Bag Bi-Color,/collections/chanel/products/ao18949,328000,1594702,"W 10.6 x H 7.9 x D 3.5 ""

Strap Drop.(Single) 17.7 ""

Strap Drop.(Double) 9.1 ""","Navy, Red
/
Leather","Authenticity Seal, Authenticity Card, Pouch",Good condition,There is sign of use overall.,,-,AO18949
CHANEL Quilted Classic Single  Flap Medium Shoulder Bag Black,/collections/chanel/products/ao18948,328000,7919038,"W 10.0 x H 7.1 x D 2.8 ""

Strap Drop. 15.7 ""","Black
/
Leather","Authenticity Seal, Shop Seal, Dust Bag, Box",Good condition,Good condition,,-,AO18948
CHANEL Quilted Classic Single Flap Small Shoulder Bag Beige,/collections/chanel/products/ao18947,268000,1752866,"W 9.3 "" x H 5.5 "" x D 2.8 ""

Strap Drop. 20.1 ""","Beige
/
Leather","Authenticity Seal, Authenticity Card, Dust Bag, Box",Good condition,Good condition,,-,AO18947
CHANEL V Stitch Stone CC Single Chain Shoulder Bag Black,/collections/chanel/products/ao18944,248000,2103099,"W 6.9 x H 4.1 x D 1.8 ""

Strap Drop. 20.9 ""","Black
/
Suede, Leather","Authenticity Card, Shop Seal",Good condition,There is sign of use overall.,,-,AO18944
CHANEL Mademoiselle Clutch Hand Bag Yellow Black,/collections/chanel/products/ao18887,248000,7082184,"W 8.9 x H 6.5 x D 2.0 ""","Yellow, Black, White, Red, Blue
/
Patent Leather, Leather","Authenticity Seal, Authenticity Card, Manual, Shop Seal","Good condition

There is scratches.","There is sign of use overall.

There is scratches and dirt.",,-,AO18887
CHANEL Cosmos Line CC Waist Bum Bag Mini Pouch Black,/collections/chanel/products/ao18886,268000,,"W 4.5 x H 2.8 x D 0.6 ""

Belt Size. 24.8 - 28.7 ""","Black
/
Leather",-,Good condition,Good condition,,-,AO18886
CHANEL CC Chain Backpack Bag Black,/collections/chanel/products/ao18885,428000,3208072,"W 9.8 x H 11.4 x D 4.7 ""

Strap total length. 29.9 ""","Black
/
Caviar Skin Leather","Authenticity Seal, Authenticity Card",Good condition,Good condition,,-,AO18885
CHANEL Quilted Classic Double Flap Medium Shoulder Bag Beige Caviar,/collections/chanel/products/ao18883,598000,10110513,"W 9.8 x H 6.3 x D 2.4 ""

Strap Drop.(Single) 16.1 ""

Strap Drop.(Double) 9.1 ""","Beige
/
Caviar Skin Leather","Authenticity Seal, Shop Seal, Dust Bag, Box",Excellent condition,Excellent condition,,-,AO18883
CHANEL Quilted Classic Flap Jumbo Shoulder Bag Beige Caviar,/collections/chanel/products/ao18882,458000,7981997,"W 11.8 x H 8.7 x D 3.1 ""

Strap Drop.(Single) 24.0 ""

Strap Drop.(Double) 13.0 ""","Cream
/
Caviar Skin Leather","Authenticity Seal, Authenticity Card, Dust Bag, Box",Excellent condition,Excellent condition,,-,AO18882
CHANEL ICON Quilted Classic Double Flap Medium Shoulder Bag Black,/collections/chanel/products/ao18881,428000,7756145,"W 9.8 x H 6.3 x D 2.8 ""

Strap Drop.(Single) 16.5 ""

Strap Drop.(Double) 9.4 ""","Black
/
Canvas, Leather","Authenticity Seal, Authenticity Card, Dust Bag, Box",Excellent condition,Excellent condition,,-,AO18881
CHANEL DIANA Quilted CC Single Chain Shoulder Bag White,/collections/chanel/products/ao18880,348000,2210748,"W 9.8 x H 6.3 x D 2.8 ""

Strap Drop. 19.7 ""","White
/
Leather","Authenticity Card, Shop Seal, Dust Bag, Box",Excellent condition,Excellent condition,,-,AO18880
CHANEL Quilted CC Logos Ball Chain Mini Shoulder Bag Silver,/collections/chanel/products/ao18879,248000,14020589,"W 4.9 x H 2.8 x D 1.4 ""

Strap Drop. 24.4 ""","Silver
/
Leather",Authenticity Seal,Good condition,Good condition,,-,AO18879
CHANEL Choco Bar 2.55 CC Single Chain Shoulder Bag Beige,/collections/chanel/products/ao18871,168000,6757832,"W 11.0 x H 6.5 x D 2.0 ""

Strap Drop. 10.2 ""","Beige, Black
/
Leather, Patent Leather",Authenticity Seal,"There is sign of use overall.

Flap side: crack.",There is sign of use overall.,,-,AO18871
CHANEL Wild Stitch CC Logos Hand Bag Black,/collections/chanel/products/ao18869,128000,8232245,"W 7.5 x H 9.8 x D 3.9 ""

Handle Drop. 5.5 ""","Black, White
/
Canvas",Authenticity Seal,There is sign of use overall.,There is sign of use overall.,,-,AO18869
CHANEL CC Chain Shoulder Tote Bag Black,/collections/chanel/products/ao18868,228000,4643203,"W 10.6 x H 8.9 x D 3.9 ""

Strap Drop. 13.8 ""","Black
/
Caviar Skin Leather","Authenticity Seal, Authenticity Card, Manual",Good condition,Good condition,,-,AO18868
CHANEL Quilted Cambon Line CC Shoulder Tote Bag Black,/collections/chanel/products/ao18867,198000,9701372,"W 11.8 x H 9.6 x D 5.9 ""

Strap Drop. 8.7 ""","Black
/
Leather","Authenticity Seal, Authenticity Card","There is dirt.

There is sign of use overall.",Good condition,,-,AO18867
CHANEL V Stitch Fringe CC Hand Bag Black,/collections/chanel/products/ao18865,248000,2518224,"W 9.8 x H 7.9 x D 3.9 ""

Handle Drop. 5.9 ""","Black
/
Caviar Skin Leather","Authenticity Seal, Authenticity Card, Shop Seal",There is sign of use overall.,Good condition,,-,AO18865
CHANEL DIANA Quilted CC Single Chain Shoulder Bag Yellow,/collections/chanel/products/ao18443,398000,3277532,"W 8.7 x H 5.5 x D 2.8 ""

Strap Drop. 20.1 ""","Yellow
/
Leather","Authenticity Seal, Dust Bag",Good condition,There is minor sign of use overall.,-,-,AO18443
CHANEL Quilted Classic Flap Micro Shoulder Bag Gold,/collections/chanel/products/ao18441,368000,1783046,"W 5.5 x H 3.9 x D 1.6 ""

Strap Drop. 21.3 ""","Gold
/
Leather","Authenticity Card, Authenticity Seal, Shop Seal",Good condition,"There is minor sign of used overall.

There are scratches.",-,-,AO18441
CHANEL Quilted Classic Flap Micro Shoulder Bag Gold,/collections/chanel/products/ao18440,368000,1678766,"W 5.5 x H 3.9 x D 1.6 ""

Strap Drop. 21.3 ""","Gold
/
Leather","Authenticity Card, Authenticity Seal, Dust Bag",Good condition,"There is minor sign of used overall.

There are scratches.",-,-,AO18440
CHANEL Quilted CC Clasp Cross Body Shoulder Bag Gold,/collections/chanel/products/ao18439,368000,1996025,"W 5.9 x H 4.7 x D 2.4 ""

Strap Drop. 20.1 ""","Gold
/
Leather",Authenticity Seal,Good condition,Good condition,-,-,AO18439
CHANEL Quilted Fringe Chain Shoulder Bag Bi-Color Black,/collections/chanel/products/ao18437,298000,1105050,"W 6.3 x H 5.1 x D 1.8 ""

Strap Drop. 17.3 ""","Black, Gold
/
Satin, Leather","Authenticity Card, Authenticity Seal, Dust Bag",Good condition,Good condition,-,-,AO18437
CHANEL Quilted CC Double Chain Shoulder Bag Black,/collections/chanel/products/ao18429,348000,1580278,"W 9.4 x H 6.3 x D 2.8 ""

Strap Drop.(Single) 15.8 ""

Strap Drop.(Double) 8.7 ""","Black
/
Leather","Authenticity Seal, Shop seal, Box, Dust Bag, Pouch",Good condition,Good condition,-,-,AO18429
CHANEL Quilted CC Logos Double Chain Shoulder Bag Beige,/collections/chanel/products/ao18428,128000,,"W 6.7 x H 5.5 x D 1.0 ""

Strap Drop.(Single) 15.7 ""

Strap Drop.(Double) 9.1 ""","Beige
/
Leather",-,"Good condition

The corners are scuff.",Good condition,-,-,AO18428
CHANEL CC Cosmetic Vanity Hand Bag Black,/collections/chanel/products/ao18426,79800,4303972,"W 9.1 x H 5.5 x D 5.5 ""

Handle Drop. 1.6 ""","Black
/
Caviar Skin Leather","Authenticity Seal, Authenticity Card, Shop seal",Good condition,"Good condition

There is tear.",-,-,AO18426
CHANEL Sport Line Bum Bag Black,/collections/chanel/products/ao18398,198000,10601246,"W 14.6 x H 6.1 x D 0.8 ""

Belt Total Length. 36.2 - 43.3 ""","Black/ Canvas, Leather","Authenticity Seal, Authenticity Card, Manual, Dust Bag",Good condition,"Good condition

Dirt",-,-,AO18398
CHANEL Quilted Classic Double Flap Medium Shoulder Bag Black,/collections/chanel/products/ao18329,428000,7331886,"W 9.8 x H 6.3 x D 2.4 ""

Strap Drop.(Single) 16.5 ""

Strap Drop.(Double) 9.4 ""","Black
/
Leather","Authenticity Card, Authenticity Seal, Manual, Dust Bag, Box",Excellent condition,Excellent condition,-,-,AO18329
CHANEL Cosmos Line Quilted CC Bum Bag Waist Pouch Navy,/collections/chanel/products/ao18320,268000,,"W 5.5 x H 4.3 x D 1.2 ""

Belt Size. 28.3 - 31.1 ""","Navy
/
Leather",-,There is sign of use overall.,Good condition,-,-,AO18320
CHANEL CC Chain Backpack Bag Black,/collections/chanel/products/ao18318,498000,3897256,"W 12.2 x H 13.0 x D 3.5 ""

Strap total length. 29.5 ""","Black
/
Caviar Skin Leather","Authenticity Seal, Authenticity Card, Manual, Pouch, Dust Bag",Good condition,Good condition,-,-,AO18318
CHANEL Quilted Classic Flap Mini Square Shoulder Bag Black Caviar,/collections/chanel/products/ao18301,458000,8475689,"W 6.7 x H 5.1 x D 2.6 ""

Strap Drop. 20.5 """,Black/ Caviar Skin Leather,"Authenticity Seal, Authenticity Card",Good condition,Good condition,-,-,AO18301
CHANEL Quilted CC Chain Shoulder Tote Bag,/collections/chanel/products/ao18230,198000,6497538,"W 10.6 x H 9.8 x D 3.1 ""

Strap Drop. 9.6 ""","Metallic Gold
/
Caviar Skin Leather",Authenticity Seal,Good condition,Good condition,-,-,AO18230
CHANEL Quilted CC Waist Bum Bag Red,/collections/chanel/products/ao18227,458000,1838757,"W 5.5 x H 5.5 x D 1.6 ""

Belt Size. 26.0 - 29.5 ""","Red
/
Caviar Skin Leather","Authenticity Seal, Authenticity Card, Dust Bag",Good condition,Good condition,-,-,AO18227
CHANEL Sport Line Hi Summer CC Backpack Bag Red Blue,/collections/chanel/products/ao18226,248000,7598690,"W 11.0 x H 16.9 x D 3.1 ""

Handle Drop. 3.9 ""

Strap total length. 18.5 - 30.7 ""","Blue, Red
/
Canvas, Suede","Authenticity Seal, Authenticity Card, Manual, Dust Bag",Good condition,Good condition,-,-,AO18226
CHANEL Sports Line CC Cross Body Shoulder Bag Black,/collections/chanel/products/ao18224,168000,849027,"W 5.5 x H 6.3 x D 2.2 ""

Shoulder Drop. 12.2 - 24.0 ""","Black, Dark Green
/
Canvas, Nylon, Rubber",Authenticity Seal,There is sign of use overall.,Good condition,-,-,AO18224
CHANEL CC Shoulder Tote Bag Black,/collections/chanel/products/ao18222,248000,5667152,"W 12.6 x H 9.8 x D 3.5 ""

Strap Drop. 6.7 - 11.0 ""","Black
/
Caviar Skin Leather",Authenticity Seal,"Good condition

Outside pocket: torn.",There is sign of use overall.,-,-,AO18222
CHANEL CC Logos Hand Bag Brown,/collections/chanel/products/ao18220,148000,6774301,"W 10.6 x H 5.1 x D 5.1 ""

Handle Drop. 5.1 ""","Brown
/
Plastic, Tweed, Leather",Authenticity Seal,Good condition,Good condition,-,-,AO18220
CHANEL Quilted CC Fringe Single Chain Shoulder Bag Red,/collections/chanel/products/ao18217,268000,192071,"W 9.1 x H 7.1 x D 2.0 ""

Strap Drop. 17.7 ""","Red
/
Leather",Authenticity Seal,There is sign of use overall.,There is sign of use overall.,-,-,AO18217
CHANEL Quilted CC Single Chain Shoulder Bag Black,/collections/chanel/products/ao18212,248000,1305859,"W 7.9 x H 5.9 x D 2.4 ""

Strap Drop. 18.5 ""","Black
/
Satin, Leather","Authenticity Seal, Authenticity Card",Good condition,Good condition,-,-,AO18212
CHANEL Quilted CC Full Flap Single Chain Shoulder Bag Black,/collections/chanel/products/ao18211,328000,10997566,"W 7.5 x H 4.3 x D 2.4 ""

Strap Drop. 16.1 ""","Black
/
Leather","Authenticity Seal, Shop Seal, Dust Bag",Good condition,Good condition,-,-,AO18211
CHANEL Quilted Classic Single  Flap Medium Shoulder Bag Black,/collections/chanel/products/ao18210,348000,11244016,"W 10.0 x H 7.1 x D 2.8 ""

Strap Drop. 15.0 ""","Black
/
Leather","Authenticity Seal, Authenticity Card, Manual, Shop Seal, Dust Bag, Box",Excellent condition,Excellent condition,-,-,AO18210
CHANEL CC Chain Shoulder Bag Phone Case Yellow,/collections/chanel/products/ao18205,168000,4129751,"W 3.1 x H 6.7 x D 1.2 ""

Shoulder Drop. 24.4 ""","Yellow
/
Caviar Skin Leather","Authenticity Seal, Authenticity Card, Shop Seal, Box",Good condition,Good condition,-,-,AO18205
CHANEL Classic Double Flap Medium Shoulder Bag Tweed Red,/collections/chanel/products/ao18203,298000,13297865,"W 9.8 x H 6.3 x D 2.8 ""

Strap Drop. 9.8 ""","Red, White, Gold
/
Tweed, Velvet","Authenticity Seal, Dust Bag, Box",Good condition,Good condition,-,-,AO18203
CHANEL CC Drawstring Chain Shoulder Bag Black,/collections/chanel/products/ao18202,228000,3898148,"W 12.0 x H 11.8 x D 3.9 ""

Strap Drop. 18.5 ""","Black
/
Caviar Skin","Authenticity Seal, Authenticity Card, Manual, Pouch",There is sign of use overall.,There is minor sign of use overall.,-,-,AO18202
CHANEL CC Chain Drawstring Shoulder Bag Black,/collections/chanel/products/ao18201,248000,3623748,"W 11.4 x H 12.2 x D 3.9 ""

Shoulder Drop. 18.5 ""","Black
/
Caviar Skin","Pouch, Authenticity Card, Authenticity Seal, Manual","There is minor sign of use overall.

Chain has peeled.",There is minor sign of use overall.,-,-,AO18201
CHANEL V Stitch Classic Double Flap Medium Shoulder Bag Brown,/collections/chanel/products/ao18200,398000,1894554,"W 9.8 x H 6.3 x D 2.4 ""

Shoulder Drop. (Single) 16.1 ""

Shoulder Drop. (Double) 9.1 ""","Dark Brown
/
Leather","Authenticity Seal, Authenticity Card, Manual, Dust Bag",Good condition,There is sign of use overall.,-,-,AO18200
CHANEL Quilted Fringe Chain Shoulder Bag Gold,/collections/chanel/products/ao18185,458000,3174852,"W 8.3 x H 5.1 x D 2.4 ""
Strap Drop. 20.5 """,Gold/ Leather,"Authenticity Card, Authenticity Seal, Manual, Dust Bag, Box",Excellent condition,Excellent condition,-,-,AO18185
CHANEL Quilted CC Logos Mini Hand Bag Silver,/collections/chanel/products/ao17966,598000,2961467,"W 5.5 x H 4.3 x D 2.0 ""

Handle Drop. 3.1 ""","Silver
/
Leather",Authenticity Seal,There is minor sign of used overall.,There is sign of used overall.,-,-,AO17966
CHANEL Quilted CC Double Chain Shoulder Bag Beige Purple,/collections/chanel/products/ao17963,228000,5801572,"W 9.8 x H 5.9 x D 2.4 ""

Strap Drop.(Single) 18.9 ""

Strap Drop.(Double) 10.2 ""","Beige, Purple
/
Vinyl",Authenticity Seal,There is sign of used overall.,There is sign of used overall.,-,-,AO17963
CHANEL Quilted Fringe CC Single Chain Shoulder Bag Navy,/collections/chanel/products/ao17961,368000,2092681,"W 9.1 x H 6.5 x D 2.4 ""

Strap Drop. 20.1 ""","Navy
/
Leather","Authenticity Card, Dust Bag, Box",There is sign of used overall.,There is sign of used overall.,-,-,AO17961
CHANEL Quilted Classic Single  Flap Medium Shoulder Bag Black,/collections/chanel/products/ao17960,298000,7486793,"W 10.0 x H 7.1 x D 2.8 ""

Strap Drop. 15.7 ""","Black
/
Leather","Authenticity Seal, Authenticity Card, Manual, Shop Seal, Dust Bag, Box",There is minor sign of used overall.,There is minor sign of used overall.,-,-,AO17960
CHANEL Quilted CC Tortoise Shell Plastic Chain Hand Bag,/collections/chanel/products/ao17959,398000,5392079,"W 8.9  x H 7.5  x D 3.5  "" 

Handle Drop. 7.1  ""","Beige
 / 
Leather","Authenticity Seal, Authenticity Card, Manual, Shop Seal, Dust Bag, Box",Good condition,There is sign of use overall.,-,-,AO17959
CHANEL Sport Line CC Cross Body Shoulder Bag Black,/collections/chanel/products/ao17953,198000,8556308,"W 5.5 x H 6.3 x D 2.2 ""

Shoulder Drop. 12.2 - 24.0 ""","Black, Dark Green
/
Canvas, Rubber","Authenticity Seal, Authenticity Card, Manual",There is sign of use overall.,Good condition,-,-,AO17953
CHANEL Duma Quilted CC Chain Drawstring Backpack Bag Silver,/collections/chanel/products/ao17952,898000,2922860," W 6.7 x H 7.1 x D 2.8 ""  Strap total length. 26.8 - 29.1 """, Silver / Leather, Authenticity Seal(minor scuff), Good condition, There is minor sign of use overall., -, -, AO17952
CHANEL Quilted CC Logos Chain Backpack Bag Silver,/collections/chanel/products/ao17951,898000,2931806,"W 8.3 x H 8.9 x D 3.9 ""

Strap total length. 26.8 - 28.7 ""","Silver
/
Leather",Authenticity Seal,There is sign of use overall.,There is sign of use overall.,-,-,AO17951
CHANEL Quilted CC Logos Chain Backpack Bag Black,/collections/chanel/products/ao17950,458000,,"W 9.8 x H 5.9 x D 2.4 ""

Strap total length. 33.1 ""","Black
/
Leather",Authenticity Seal(scuff),There is sign of use overall.,There is sign of use overall.,-,-,AO17950
CHANEL Classic Single Flap Small Shoulder Bag Black Lizard,/collections/chanel/products/ao17941,598000,1511656,"W 9.1 x H 5.5 x D 2.6 ""

Strap Drop. 20.9 ""","Black
/
Lizard Leather","Authenticity Seal, Authenticity Card, Dust Bag, Box",Good condition,There is sign of use overall.,-,-,AO17941
CHANEL V Stitch Classic Single Flap Small Shoulder Bag Black Suede,/collections/chanel/products/ao17940,268000,2525429,"W 9.1 x H 7.9 x D 3.1 ""

Strap Drop.(Single) 16.9 ""

Strap Drop.(Double) 9.1 ""","Black
/
Suede",Authenticity Seal,There is sign of used overall.,There is sign of used overall.,-,-,AO17940
CHANEL Quilted CC Boston Hand Bag Pink,/collections/chanel/products/ao17751,398000,3604833,"W 18.9 x H 10.2 x D 5.9 ""

Handle Drop. 6.3 ""","Pink, Black
/
Leather","Authenticity Card, Authenticity Seal, Shop Seal, Manual, Dust Bag, Box",There is minor sign of use overall.,There is sign of use overall.,-,-,AO17751
CHANEL Quilted CC Single Chain Shoulder Bag Beige,/collections/chanel/products/ao17748,248000,6579548,"W 9.8 x H 6.3 x D 2.4 ""

Strap Drop. 7.9 ""","Beige
/
Caviar Skin Leather","Authenticity Card, Authenticity Seal, Shop Seal, Dust Bag, Box",There is minor sign of use overall.,There is minor sign of use overall.,-,-,AO17748
CHANEL Quilted Classic Single Flap Small Shoulder Bag Black,/collections/chanel/products/ao17746,348000,9478904,"W 9.1 x H 5.9 x D 2.4 ""

Strap Drop. 15.7 ""","Black
/
Leather","Authenticity Card, Authenticity Seal, Shop Seal, Dust Bag, Box",Excellent condition,Excellent condition,-,-,AO17746
CHANEL Quilted Rhinestone Fringe Chain Shoulder Bag,/collections/chanel/products/ao17745,248000,668755,"W 6.9 x H 4.9 x D 2.8 ""

Strap Drop. 18.1 ""","Black
/
Satin, Leather","Authenticity Card, Authenticity Seal, Dust Bag, Box",There is minor sign of use overall.,There is minor sign of use overall.,-,-,AO17745
