prname,page2,price,authnumber,sizeInch,color_material,accessories,outside_condition,inside_condition,other,smell,product_nr
CHANEL CC Chain Shoulder Phone Case Red Caviar Skin,/collections/chanel/products/ao10892,"248,000",4505363,"W 2.8 "" x H 6.7 "" x D 1.6 ""
Strap Drop. 26.0 ""","Red
/ Caviar Skin Leather","Authenticity Seal, Authenticity Card, Box","Though there is a little feeling of used, good condition.","Though there is a little feeling of used, good condition.

Flap has minor scuff.",-,-,AO10892
CHANEL Quilted Classic Double Flap Medium Shoulder Bag Beige Caviar,/collections/chanel/products/ao10855,"548,000",8450921,"W 9.8 x H 6.3 x D 2.4 ""
Strap Drop.(Single) 16.1 ""
Strap Drop.(Double) 9.1 ""","Beige
/ Caviar Skin Leather",Authenticity Seal,"Though there is a little feeling of used, good condition.","Though there is a little feeling of used, good condition.",-,-,AO10855
CHANEL Quilted Paris Limited Classic Single Flap Medium Shoulder Bag Black,/collections/chanel/products/ao10826,"328,000",3045651(Card),"W 9.8 x H 7.1 x D 2.8 ""
Strap Drop.(Single) 16.5 ""
Strap Drop.(Double) 9.1 ""","Black
/ Leather","Authenticity Card, Dust Bag","Though there is a little feeling of used, good condition.","Though there is a little feeling of used, good condition.

Pocket has peeled.",-,-,AO10826
CHANEL Quilted CC Single Chain Shoulder Bag Gold,/collections/chanel/products/ao10825,"398,000",1990195,"W 6.3 "" x H 4.9 "" x D 1.6 ""
Strap Drop. 21.7 ""","Gold
/ Leather","Authenticity Seal, Authenticity Card","Though there is a little feeling of used and scuff, good condition.","Though there is a little feeling of used, good condition.

Zipper pocket has stain.",-,Strong smell of mold.,AO10825
CHANEL Classic Flap Jumbo Shoulder Bag Bordeaux Cotton,/collections/chanel/products/ao10822,"348,000",3579377,"W 11.8 "" x H 7.9 "" x D 3.1 ""
Strap Drop.(Single) 22.8 ""
Strap Drop.(Double) 12.6 ""","Bordeaux
/ Cotton","Authenticity Seal, Authenticity Card, Manual, Dust Bag","There is feeling of used.

Cotton has minor torn.(Side)","Though there is a little feeling of used and scuff, good condition.",-,Little smell of perfume.,AO10822
CHANEL CC Chain Backpack Black,/collections/chanel/products/ao10820,"428,000",Unclear due to deterioration.,"W 9.1 x H 11.0 x D 4.7 ""
Strap total length. 29.5 ""","Black
/ Caviar Skin Leather",Authenticity Seal(Peeled),"Though there is a little feeling of used, good condition.","Though there is a little feeling of used and scuff, good condition.",-,-,AO10820
CHANEL Kelly Quilted CC Logos Hand Bag Black Caviar Skin,/collections/chanel/products/ao10818,"428,000", 4427263," W 9.8 "" x H 6.7 "" x D 3.3 "" Handle Drop. 2.6 """, Black / Caviar Skin Leather, Authenticity Seal," Though there is a little feeling of used, good condition.  There is minor loose shape."," Though there is a little feeling of used, good condition.", -, -, AO10818
CHANEL Quilted Fringe CC Single Chain Shoulder Bag Gray,/collections/chanel/products/ao10776,"198,000",2107523,"W 7.1 x H 5.1 x D 2.8 ""
Strap Drop. 20.9 ""","Gray
/ Suede","Authenticity Card, Shop Seal, Dust Bag","There is feeling of used.

Suede has scuff and dirt.","Though there is a little feeling of used, good condition.",-,-,AO10776
CHANEL Quilted CC Fringe Single Chain Shoulder Bag Gold,/collections/chanel/products/ao10774,"398,000",2943132,"W 8.3 x H 5.1 x D 2.4 ""
Strap Drop. 20.5 ""","Gold
/ Leather","Authenticity Seal, Authenticity Card, Manual, Dust Bag","Though Corner has scuff, Very good condition.","Though all pocket has stain, good condition.",-,-,AO10774
CHANEL V Stitch Fringe CC Single Chain Shoulder Bag Bordeaux,/collections/chanel/products/ao10767,"398,000",2562141,"W 9.1 x H 6.3 x D 2.4 ""
Strap Drop. 20.1 ""","Bordeaux
/ Caviar Skin Leather","Authenticity Seal, Authenticity Card, Dust Bag","Though there is a little feeling of used and minor scuff, good condition.

Chain has discoloration.","Though there is minor scuff, good condition.",-,-,AO10767
CHANEL CC Drawstring Chain Shoulder Bag Black,/collections/chanel/products/ao10766,"348,000",3040655(Card),"W 12.2 x H 12.2 x D 3.9 ""
Strap Drop. 19.7 ""","Black
/ Caviar Skin Leather","Authenticity Card, Manual, Pouch, Dust Bag","Though there is a little feeling of used, good condition.","Though there is feeling of used and scuff, good condition.",-,-,AO10766
CHANEL CC Chain Shoulder Tote Bag Black Velvet,/collections/chanel/products/ao10765,"168,000",2955428,"W 10.6 x H 8.7 x D 2.0 ""
Strap Drop. 15.4 ""","Black
/ Velvet, Leather","Authenticity Seal, Authenticity Card, Manual","Though there is a little feeling of used, good condition.

Leather and strap has minor suntanned.","Though there is a little feeling of used, good condition.

Leather has scuff and minor suntanned.",-,-,AO10765
CHANEL Mademoiselle Classic Flap Jumbo Shoulder Bag Black Velvet,/collections/chanel/products/ao10764,"598,000",2998467,"W 12.2 "" x H 9.1 "" x D 3.1 ""
Strap Drop.(Single) 24.0 ""
Strap Drop.(Double) 13.0 ""","Black
/ Velvet","Authenticity Seal, Authenticity Card","Though there is a little feeling of used, good condition.

Velvet has minor scuff.","Though there is a little feeling of used, good condition.",-,-,AO10764
CHANEL V Stitch CC Double Chain Shoulder Bag Brown,/collections/chanel/products/ao10763,"228,000",1919563,"W 8.1 x H 4.9 x D 2.0 ""
Strap Drop.(Single) 16.9 ""
Strap Drop.(Double) 9.1 ""","Brown
/ Suede","Authenticity Seal, Dust Bag","Though there is a little feeling of used, good condition.","Though there is a little feeling of used, good condition.",-,-,AO10763
CHANEL Quilted CC Single Chain Clasp Shoulder Bag Gold,/collections/chanel/products/ao10737,"498,000",3487237,"W 5.1 x H 4.7 x D 2.0 ""
Strap Drop. 22.0 ""","Gold
/ Leather","Authenticity Card, Authenticity Seal, Manual, Dust Bag, Box","Though there is minor scuff, Very good condition.","Though there is a little feeling of used, good condition.",-,-,AO10737
CHANEL Quilted CC Single Chain Shoulder Bag Gold,/collections/chanel/products/ao10736,"368,000",1997233,"W 6.3 x H 4.9 x D 1.6 ""
Strap Drop. 21.7 "" (Longest)","Gold
/ Leather","Authenticity Card, Authenticity Seal, Dust Bag","Though there is a little feeling of used, good condition.

Chain has scuff and discoloration.","Though there is a little feeling of used, good condition.

Metal fittings are rusty.(Side)",-,-,AO10736
CHANEL Quilted Classic Flap Micro Shoulder Bag Gold,/collections/chanel/products/ao10735,"368,000",1784066,"W 5.5 x H 4.3 x D 1.6 ""
Strap Drop. 21.3 ""","Gold
/ Leather","Authenticity Seal, Dust Bag","Though there is scuff and minor dirt, good condition.",There is feeling of used.,-,-,AO10735
CHANEL Quilted CC Logos Single Chain Shoulder Bag Gold,/collections/chanel/products/ao10734,"298,000",-,"W 8.7 x H 5.9 x D 2.0 ""
Strap Drop. 13.8 ""","Gold
/ Leather",Box,"Though there is a little feeling of used, good condition.","Though there is a little feeling of used, good condition.",-,-,AO10734
CHANEL Quilted Bijou CC Logos Chain Shoulder Bag Gold,/collections/chanel/products/ao10733,"398,000",2197061,"W 7.3 x H 4.7 x D 2.0 ""
Strap Drop. 20.5 ""","Gold
/ Leather","Authenticity Card, Manual","Though there is minor scuff, good condition.

Chain has dirt.","Though there is a little feeling of used, good condition.",-,-,AO10733
CHANEL Fringe CC Single Chain Shoulder Bag Purple,/collections/chanel/products/ao10731,"268,000",1560461,"W 6.3 x H 4.3 x D 2.0 ""
Strap Drop. 18.1 ""","Purple
/ Suede, Leather","Authenticity Seal, Shop Seal, Dust Bag",There is feeling of used.,"Though there is minor scuff, good condition.",-,-,AO10731
CHANEL Cosmos Quilted CC Single Chain Shoulder Bag Black,/collections/chanel/products/ao10725,"328,000",-,"W 7.1 x H 4.3 x D 2.0 ""
Strap Drop. 20.9 ""","Black
/ Leather",Shop Seal,"Though there is a little feeling of used, good condition.

Leather of chain has scuff.",There is feeling of used.,-,-,AO10725
CHANEL Cosmos Quilted Drawstring Chain Shoulder Bag Black,/collections/chanel/products/ao10724,"348,000",1163513,"W 11.0 x H 12.2 x D 7.9 ""
Strap Drop. 17.7 ""","Black
/ Leather","Authenticity Seal, Pouch","There is feeling of used.

Bottom is lose shape.",There is feeling of used.,-,-,AO10724
CHANEL Cosmos Quilted Drawstring Chain Shoulder Bag Black,/collections/chanel/products/ao10721,"348,000",1162472,"W 11.0 x H 12.2 x D 7.9 ""
Strap Drop. 15.7 ""","Black
/ Leather","Authenticity Seal, Shop Seal, Pouch","There is feeling of used.

Bottom is lose shape.",There is feeling of used.,-,-,AO10721
CHANEL Quilted Classic Double Flap Medium Shoulder Bag Black,/collections/chanel/products/ao10718,"298,000",1671481,"W 9.8 x H 6.3 x D 2.8 ""
Strap Drop.(Single) 16.5 ""
Strap Drop.(Double) 9.4 ""","Black
/ Leather",Authenticity Seal,"Though there is a little feeling of used, good condition.","There is feeling of used.

Pocket: Inside has peeled. / Zipper top leather has peeled.",-,-,AO10718
CHANEL Duma Quilted CC Chain Drawstring Backpack Gold,/collections/chanel/products/ao10712,"898,000", 2971575," W 8.3 x H 8.9 x D 3.9 "" Strap total length. 26.8 - 28.7 """, Gold / Leather, Authenticity Seal," Though there is a little feeling of used, good condition."," Though there is a little feeling of used, good condition.", -, Smell of perfume., AO10712
CHANEL Duma Quilted CC Chain Drawstring Backpack Gold,/collections/chanel/products/ao10711,"898,000", 2971330," W 8.3 x H 8.9 x D 3.9 "" Strap total length. 26.8 - 28.7 """, Gold / Leather," Authenticity Card, Authenticity Seal, Dust Bag, Box"," Though there is a little feeling of used, good condition.  Chain has scuff and discoloration.", There are many scratches and dirt., -, Smell of perfume., AO10711
CHANEL Cosmos Quilted CC Chain Bum Bag Waist Pouch Navy,/collections/chanel/products/ao10709,"268,000",-,"W 5.5 x H 4.7 x D 1.2 ""
Belt Size. 26.8 - 29.9 ""
#30/75","Navy
/ Leather",-,"There is feeling of used.

Lose shape.",There is feeling of used.,-,Strong smell of material.,AO10709
CHANEL Quilted CC Logos Single Chain Shoulder Bag Red,/collections/chanel/products/ao10689,"298,000",1423236,"W 8.3 x H 5.5 x D 2.6 ""
Strap Drop. 20.1 ""","Red
/ Leather",Authenticity Seal,"Though there is scuff and minor dirt, good condition.","Though backside of flap has scratches, good condition.",-,-,AO10689
CHANEL Quilted CC Logos Single Chain Shoulder Bag Black,/collections/chanel/products/ao10686,"268,000",1064296,"W 7.5 x H 5.9 x D 2.4 ""
Strap Drop. 17.3 ""","Black
/ Leather","Authenticity Card, Authenticity Seal","Though there is a little feeling of used, good condition.",There is feeling of used.,Zipper top charm is missing.,-,AO10686
CHANEL V-Stitch CC Fringe Chain Shoulder Bag Black,/collections/chanel/products/ao10685,"398,000",2444169,"W 7.1 x H 5.1 x D 2.8 ""
Strap Drop. 20.9 ""","Black
/ Caviar Skin Leather","Authenticity Card, Authenticity Seal, Shop Seal","Though there is a little feeling of used, good condition.

Chain has scuff and discoloration.","Though there is a little feeling of used, good condition.",-,Smell of perfume.,AO10685
CHANEL Quilted CC Chain Mini Bum Bag Waist Pouch Red,/collections/chanel/products/ao10679,"348,000",-,"W 5.3 x H 3.5 x D 1.2 ""
Belt Size. 29.5 - 31.9 ""","Red
/ Leather",-,"There is feeling of used, Lose shape.","There is feeling of used.

A trance of the removal of ａ authenticity seal.",-,-,AO10679
CHANEL Quilted CC Bum Bag Waist Pouch Red,/collections/chanel/products/ao10678,"548,000",2589853,"W 5.5 x H 5.5 x D 1.2 ""
Belt Size. 31.5 - 33.5 ""
#34/85","Red
/ Caviar Skin Leather","Authenticity Card, Authenticity Seal(Sticky), Dust Bag, Box","Though there is a little feeling of used, good condition.

Belt is lose shape.",There is powdery dirt.,-,-,AO10678
CHANEL CC Chain Backpack Bag Black Caviar Skin,/collections/chanel/products/ao10650,"458,000",2734530,"W 12.2 x H 12.6 x D 3.9 ""
Strap total length. 31.5 ""","Black
/ Caviar Skin Leather","Authenticity Card(Crack), Authenticity Seal(Scuff), Pouch","Though there is a little feeling of used, good condition.

Chain has minor discolour.

Lose shape.","Though there is a little feeling of used, good condition.",-,-,AO10650
CHANEL CC Plastic Handle Hand Tote Bag Indigo Denim,/collections/chanel/products/ao10649,"298,000",4689726,"W 13.8 x H 12.6 x D 5.9 ""
Handle Drop. 2.0 ""","Indigo, Brown
/ Denim, Leather",Authenticity Seal,"Though there is a little feeling of used, good condition.

Bottom is lose shape.",Very good condition.,-,-,AO10649
CHANEL Sports Line CC Marine Look Hand Bag Red Blue,/collections/chanel/products/ao10648,"228,000",12134298,"W 15.7 x H 11.0 x D 6.7 ""
Handle Drop. 7.1 ""","Red, Blue, White
/ Nylon Mesh, Leather","Authenticity Seal, Shop Seal, Dust Bag, Pouch","Though there is a little feeling of used, good condition.

Lose shape.","Though there is a little feeling of used, good condition.",-,-,AO10648
CHANEL Quilted CC Fringe Chain Shoulder Bag Blue Satin,/collections/chanel/products/ao10646,"498,000",0888026,"W 5.9 x H 4.5 x D 2.8 ""
Strap Drop. 20.5 ""","Blue, etc.
/ Satin, Leather","Authenticity Card, Authenticity Seal","Very good condition.

Zipper rail is discoloration.",Very good condition.,-,-,AO10646
CHANEL Quilted CC Fringe Chain Shoulder Bag Red,/collections/chanel/products/ao10644,"328,000",0893230,"W 7.1 x H 5.1 x D 2.8 ""
Strap Drop. 18.1 ""","Red
/ Leather","Authenticity Card, Authenticity Seal, Dust Bag","Though there is a little feeling of used, good condition.","Though there is a little feeling of used, good condition.",-,-,AO10644
CHANEL Quilted CC Single Chain Shoulder Bag Black,/collections/chanel/products/ao10642,"348,000",4429661,"W 8.9 x H 7.9 x D 3.5 ""
Strap Drop. 20.1 ""","Black
/ Caviar Skin Leather","Authenticity Card, Authenticity Seal, Manual",Very good condition.,"Though backside of flap has wrinkle, good condition.",-,-,AO10642
CHANEL DIANA Quilted CC Single Chain Shoulder Bag Black,/collections/chanel/products/ao10638,"598,000",5285981,"W 9.8 x H 6.3 x D 2.8 ""
Strap Drop. 20.1 ""","Black
/ Caviar Skin Leather","Authenticity Card, Authenticity Seal, Dust Bag",Very good condition.,"Though there is scuff and minor dirt, good condition.

Back side of flap has wrinkle.",-,-,AO10638
CHANEL Quilted Classic Flap Jumbo Shoulder Bag Black,/collections/chanel/products/ao10637,"348,000",4002154,"W 11.8 x H 8.7 x D 3.5 ""
Strap Drop.(Single) 24.4 ""
Strap Drop.(Double) 13.8 ""","Black
/ Leather","Authenticity Card, Authenticity Seal, Manual, Dust Bag","Though there is minor scuff, Very good condition.","Though backside of flap has minor scratches, good condition.",-,-,AO10637
CHANEL Quilted CC Chain Belt Waist Pouch Bronze,/collections/chanel/products/ao10629,"458,000",2308370,"Length : 24.0 - 27.2 "" #23/70
Width : 1.2 ""
Pouch: W 3.9 x H 3.1 x D 0.8 ""","Bronze
/ Leather","Authenticity Card, Authenticity Seal, Shop Seal","Though there is a little feeling of used, good condition.","Though there is a little feeling of used, good condition.",-,-,AO10629
CHANEL Quilted CC Bum Bag Waist Pouch Black Caviar Skin,/collections/chanel/products/ao10628,"348,000",3842149,"W 6.3 x H 5.9 x D 0.8 ""
Belt Size. 27.6 - 29.5 ""
#30/75","Black
/ Caviar Skin Leather","Authenticity Card, Authenticity Seal","Though there is a little feeling of used, good condition.","Though there is a little feeling of used, good condition.",Pocket: Zipper rail is rusty and stiff.,-,AO10628
CHANEL Cosmos Quilted CC Chain Bum Bag Waist Pouch Navy,/collections/chanel/products/ao10611,"268,000",-,"W 5.5 x H 4.7 x D 1.2 ""
Belt Size. 27.6 - 29.5 ""","Navy
/ Leather",-,"There is feeling of used, Lose shape.",There is feeling of used.,-,Strong smell of material.,AO10611
CHANEL Quilted CC Chain 2way Hand Bag Black,/collections/chanel/products/ao10607,"498,000",1573079,"W 9.1 x H 6.3 x D 2.4 ""
Handle Drop. 1.6 ""
Strap Drop. 15.7 ""","Black
/ Leather",Authenticity Seal,"Though there is minor scuff and dirt, good condition.",There is feeling of used.,-,-,AO10607
CHANEL Quilted CC Chain 2way Hand Bag Black,/collections/chanel/products/ao10606,"498,000",1573718,"W 9.1 x H 6.3 x D 2.4 ""
Handle Drop. 1.6 ""
Strap Drop. 15.7 ""","Black
/ Leather",Authenticity Seal,"Though there is minor scuff, good condition.","There is feeling of used.

Open Pocket has peeled and dirt.",-,-,AO10606
CHANEL Quilted Classic Single Flap Small Shoulder Bag Black,/collections/chanel/products/ao10588,"298,000",10746102,"W 9.1 x H 5.9 x D 2.6 ""
Strap Drop. 16.5 ""","Black
/ Leather","Authenticity Seal, Shop Seal, Box","Though there is minor scuff, Very good condition.","Though there is scuff and minor dirt, good condition.",-,-,AO10588
CHANEL Quilted CC Double Chain Shoulder Bag Navy,/collections/chanel/products/ao10583,"348,000",2413709,"W 8.7 x H 6.1 x D 2.4 ""
Strap Drop.(Single) 19.3 ""
Strap Drop.(Double) 10.2 ""","Navy
/ Leather","Authenticity Card, Authenticity Seal","Though there is minor scuff, Very good condition.","Though there is a little feeling of used, good condition.",-,Strong smell of perfume.,AO10583
CHANEL Quilted CC Logos Double Chain Shoulder Bag Black,/collections/chanel/products/ao10582,"348,000",1581269,"W 9.4 x H 5.9 x D 2.6 ""
Strap Drop.(Single) 16.5 ""
Strap Drop.(Double) 9.4 ""","Black
/ Leather","Authenticity Seal, Card Case","Though there is minor scuff, good condition.

Chain has minor discolour.",There is feeling of used.,-,-,AO10582
CHANEL Quilted Classic Double Flap Medium Shoulder Bag Black Caviar,/collections/chanel/products/ao10580,"598,000",12030590,"W 9.8 x H 6.3 x D 2.8 ""
Strap Drop.(Single) 16.5 ""
Strap Drop.(Double) 9.4 ""","Black
/ Caviar Skin Leather","Authenticity Card, Authenticity Seal, Shop Seal, Dust Bag, Manual, Box",Very good condition.,There is feeling of used.,-,-,AO10580
CHANEL CC Chain Backpack Bag Black Caviar Skin,/collections/chanel/products/ao10558,"428,000",3080231,"W 9.1 x H 11.8 x D 4.3 ""
Strap Drop. 31.5 ""","Black
/ Caviar Skin Leather","Authenticity Card, Authenticity Seal(Scuff), Manual","Though there is a little feeling of used, good condition.","Though there is a little feeling of used, good condition.",-,-,AO10558
CHANEL CC Chain Backpack Bag Black Caviar Skin,/collections/chanel/products/ao10557,"428,000",3912567,"W 8.3 x H 9.8 x D 3.5 ""
Strap total length. 29.9 ""","Black
/ Caviar Skin Leather","Authenticity Card, Authenticity Seal","Though there is a little feeling of used, good condition.

Lose shape.","Though there is a little feeling of used, good condition.",-,-,AO10557
CHANEL Quilted CC Chain Backpack Hand Bag Orange,/collections/chanel/products/ao10556,"248,000",4117437,"W 11.0 x H 11.0 x D 5.9 ""
Handle Drop. 4.7 ""
Strap total length. 29.5 ""","Orange
/ Caviar Skin Leather","Authenticity Seal, Shop Seal, Manual","Though there is a little feeling of used, good condition.","Though there is scuff, wrinkle and minor discoloration, good condition.",-,-,AO10556
CHANEL Quilted CC Fringe Cosmetic Pouch Pink Lizard Skin,/collections/chanel/products/ao10555,"228,000",1063752,"W 6.3 x H 3.9 x D 1.8 ""","Pink
/ Lizard Skin","Authenticity Seal, Shop Seal","Though there is a little feeling of used, good condition.","Though there is a little feeling of used, good condition.",-,-,AO10555
CHANEL Quilted CC Fringe Cosmetic Pouch Purple Lizard Skin,/collections/chanel/products/ao10554,"228,000",1063767,"W 6.3 x H 3.9 x D 1.8 ""","Purple
/ Lizard Skin","Authenticity Card, Authenticity Seal, Shop Seal","Though there is a little feeling of used, good condition.","Though there is a little feeling of used, good condition.",-,-,AO10554
CHANEL Quilted Hand Bag Black,/collections/chanel/products/ao10553,"268,000",5986426,"W 11.8 x H 9.1 x D 3.5 ""
Handle Drop. 2.8 ""","Black, Brown
/ Leather, Plastic",Authenticity Seal,"Though there is minor scuff, good condition.","Though there is a little feeling of used, good condition.",-,-,AO10553
CHANEL CC Cosmetic Vanity Hand Bag Pink Caviar Skin,/collections/chanel/products/ao10550,"198,000",8693484,"W 5.9 x H 6.7 x D 4.7 ""
Handle Drop. 1.2 ""","Pink
/ Caviar Skin Leather","Authenticity Seal, Dust Bag",Very good condition.,"There is scuff, dirt and yellow tint.",-,-,AO10550
CHANEL CC Logos Chain Shoulder Tote Bag Navy,/collections/chanel/products/ao10546,"198,000",3042926,"W 12.2 x H 10.0 x D 3.5 ""
Strap Drop. 15.0 ""","Navy
/ Leather","Authenticity Card, Manual","Though there is minor scuff, good condition.

Chain has scuff and rusty.","Though there is a little feeling of used, good condition.",-,-,AO10546
CHANEL Cosmos Quilted Drawstring Chain Shoulder Bag Red,/collections/chanel/products/ao10545,"368,000",0844027,"W 5.9 x H 6.3 x D 4.7 ""
Strap Drop. 18.5 ""","Red
/ Leather","Authenticity Card, Authenticity Seal(Torn), Pouch","There is feeling of used.

Bottom is lose shape.",There is feeling of used.,-,Strong smell of material.,AO10545
CHANEL CC Drawstring Chain Shoulder Bag Black,/collections/chanel/products/ao10543,"298,000",Unclear due to deterioration.,"W 7.9 x H 9.1 x D 5.9 ""
Strap Drop. 18.5 """,Black / Leather,"Authenticity Seal(Peeled and sticky), Pouch","Though there is a little feeling of used, good condition.

Bottom has many wrinkle.",There is feeling of used.,-,Smell of perfume.,AO10543
CHANEL Quilted CC Single Chain Shoulder Bag Black,/collections/chanel/products/ao10535,"268,000",1182593,"W 8.7 x H 5.9 x D 2.8 ""
Strap Drop. 20.9 ""","Black /
Leather","Authenticity Seal, Dust Bag",Though there is minor scuff. Very good condition.,"Though there is a little feeling of used, good condition.",-,-,AO10535
CHANEL Quilted CC Single Chain Shoulder Bag Black,/collections/chanel/products/ao10534,"268,000",0561249,"W 8.7 x H 5.9 x D 2.8 ""
Strap Drop. 20.9 ""","Black /
Leather","Authenticity Card, Authenticity Seal, Dust Bag",There is minor scuff. Side is lose shape.,"Though there is a little feeling of used, good condition.",-,-,AO10534
CHANEL Quilted CC Fringe Chain Shoulder Bag Black,/collections/chanel/products/ao10531,"248,000",0905749,"W 7.1 x H 5.1 x D 2.8 ""
Strap Drop. 18.1 ""","Black /
Leather","Authenticity Seal, Dust Bag","Very good condition.

Zipper rail is discoloration.","Though there is a little feeling of used, good condition.",-,-,AO10531
CHANEL Quilted CC Bum Bag Waist Pouch Black,/collections/chanel/products/ao10520,"428,000",2119967,"W 7.1 x H 5.1 x D 1.2 ""
Belt Size. 24.8 - 28.0 ""
#28/70","Black /
Caviar Skin Leather","Authenticity Card, Dust Bag","Though there is a little feeling of used, good condition.

Belt is lose shape.","Though there is a little feeling of used, good condition.",Pocket has powdery dirt.,-,AO10520
CHANEL Quilted CC Fringe Chain Shoulder Bag Black,/collections/chanel/products/ao10487,"298,000",2660814,"W 6.5 x H 3.9 x D 2.0 ""
Strap Drop. 20.9 ""","Black
/ Canvas, Leather",Authenticity Seal,"Though there is a little feeling of used, good condition.","Though there is a little feeling of used, good condition.",-,-,AO10487
CHANEL Quilted CC Logos Fringe Chain Shoulder Bag Black,/collections/chanel/products/ao10484,"268,000",2620453,"W 9.1 x H 6.5 x D 2.4 ""
Strap Drop. 20.1 ""","Black
/ Leather","Authenticity Card, Authenticity Seal, Dust Bag","Though there is minor scuff and wrinkle, good condition.","Though there is a little feeling of used, good condition.",-,-,AO10484
CHANEL SUPER MODEL Jumbo CC Chain Shoulder Bag Black,/collections/chanel/products/ao10481,"348,000",4309206,"W 18.1 x H 13.8 x D 7.5 ""
Strap Drop. 15.0 ""","Black
/ Leather","Authenticity Card, Authenticity Seal, Dust Bag","There is feeling of used, Lose shape.",There is feeling of used.,-,-,AO10481
CHANEL Quilted Classic Flap Maxi Shoulder Bag Yellow Blue Vinyl,/collections/chanel/products/ao10475,"468,000",Unclear due to deterioration.,"W 13.4 x H 9.1 x D 3.9 ""
Strap Drop.(Single) 24.8 ""
Strap Drop.(Double) 13.4 ""","Yellow, Blue
/ Vinyl, Patent Leather",Authenticity Seal(Scuff),"There is feeling of used, Lose shape.","There is feeling of used.

Flap base has crack.",-,-,AO10475
CHANEL Quilted CC Chain Drawstring Backpack Black,/collections/chanel/products/ao10453,"428,000",3800870,"W 9.4 x H 9.4 x D 3.1 ""
Strap total length. 32.7 ""","Black
/ Leather",Authenticity Seal,"Though there is a little feeling of used, good condition.

Side is lose shape.","Though there is a little feeling of used, good condition.",-,-,AO10453
CHANEL CC Logos Quilted Hand Bag Gold,/collections/chanel/products/ao10452,"168,000",3850122,"W 3.9 x H 6.3 x D 2.8 ""
Handle Drop. 5.3 ""","Gold
/ Leather",Authenticity Seal,"Though there is a little feeling of used, good condition.

Handle is lose shape.","Though there is a little feeling of used, good condition.",-,-,AO10452
CHANEL Quilted CC Fringe Chain Shoulder Bag Black,/collections/chanel/products/ao10443,"198,000",2585739,"W 9.1 x H 6.7 x D 2.4 ""
Strap Drop. 19.7 ""","Black
/ Suede, Leather","Authenticity Seal, Dust Bag","Though there is a little feeling of used, good condition.","Though there is a little feeling of used, good condition.",-,-,AO10443
CHANEL Quilted CC Fringe Cross Body Shoulder Bag Black,/collections/chanel/products/ao10442,"148,000",2668934,"W 5.5 x H 5.1 x D 2.0 ""
Strap Drop. 18.5 ""","Black
/ Satin","Authenticity Card, Authenticity Seal, Dust Bag","Though there is a little feeling of used, good condition.","Though there is a little feeling of used, good condition.",-,-,AO10442
CHANEL V-Stitch CC Fringe Chain Shoulder Bag Black,/collections/chanel/products/ao10441,"348,000",2619760,"W 7.1 x H 5.1 x D 2.8 ""
Strap Drop. 20.9 ""","Black
/ Leather","Authenticity Card, Authenticity Seal","Though there is a little feeling of used, good condition.

Chain has scuff and dirt.","Though there is a little feeling of used, good condition.",-,Strong smell of perfume.,AO10441
CHANEL Quilted Both Sides Flap Classic Medium Shoulder Bag Black,/collections/chanel/products/ao10438,"348,000",4146077,"W 9.8 x H 5.9 x D 2.8 ""
Strap Drop. 8.7 """,Black / Leather,"Authenticity Card, Authenticity Seal, Manual","Though there is minor scuff, Very good condition.","Though there is a little feeling of used, good condition.",-,-,AO10438
CHANEL Quilted CC Single Chain Shoulder Bag Black,/collections/chanel/products/ao10431,"328,000",0818441,"W 8.3 x H 5.1 x D 1.6 ""
Strap Drop. 20.1 ""","Black
/ Leather",Authenticity Seal,"Though there is a little feeling of used, good condition.

Side is lose shape.","Though there is a little feeling of used, good condition.",-,-,AO10431
CHANEL Quilted Paris Limited Classic Single Flap Small Shoulder Bag Black,/collections/chanel/products/ao10429,"298,000",2689546,"W 9.1 x H 7.1 x D 3.1 ""
Strap Drop.(Single) 16.5 ""
Strap Drop.(Double) 9.4 ""","Black
/ Leather","Authenticity Card, Authenticity Seal","Though there is minor scuff, good condition.",There is feeling of used.,-,-,AO10429
CHANEL Quilted CC Bum Bag Waist Pouch Black,/collections/chanel/products/ao10422,"298,000",3472892,"W 7.1 x H 5.1 x D 1.2 ""
Belt Size. 27.6 - 29.5 ""
#30/75","Black
/ Leather","Authenticity Card, Authenticity Seal, Manual","Though there is a little feeling of used, good condition.","Though there is a little feeling of used, good condition.",-,-,AO10422
CHANEL Quilted Chain Cosmetic Hand Bag Vanity Bronze,/collections/chanel/products/ao10370,"298,000",3613232,"W 8.3 x H 3.9 x D 3.9 ""
Handle Drop. 2.8 ""","Bronze
/ Patent Leather","Authenticity Card, Authenticity Seal","Though there is a little feeling of used, good condition.","Though there is a little feeling of used, good condition.",-,-,AO10370
CHANEL CC Cosmetic Vanity Hand Bag Pink Caviar Skin,/collections/chanel/products/ao10336,"198,000",8817398,"W 5.9 "" x H 7.1 "" x D 5.1 ""
Handle Drop. 1.2 ""","Pink
/ Caviar Skin Leather","Authenticity Seal, Authenticity Card, Manual, Dust Bag","Though there is a little feeling of used, good condition.","There is feeling of used, yellow tint.",-,Little smell of perfume.,AO10336
